id,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
DENND4B,3.952719126,-3.952719126,7.91E-05,7.91E-05,1.888932543,-1.888932543,0.06489557,0.04409295,0.020802619,-0.020802619
DENND4C,1.215017985,-1.215017985,0.224469718,0.224469718,0.378592166,-0.378592166,0.063728626,0.056741354,0.006987272,-0.006987272
DENND5A,1.743891071,-1.743891071,0.081291821,0.081291821,0.698217331,-0.698217331,0.042189101,0.034256293,0.007932808,-0.007932808
DENND5B,2.780037168,-2.780037168,0.005462877,0.005462877,1.272532271,-1.272532271,0.008972235,0.004101463,0.004870773,-0.004870773
DENND6A,-0.889603176,0.889603176,0.373768634,0.373768634,-0.160944182,0.160944182,0.048163837,0.053018172,-0.004854335,0.004854335
DENND6B,3.837196247,-3.837196247,0.000126803,0.000126803,1.82929543,-1.82929543,0.031083784,0.017773005,0.013310779,-0.013310779
DENR,1.113279141,-1.113279141,0.265694304,0.265694304,0.312943847,-0.312943847,0.117977261,0.109055048,0.008922212,-0.008922212
DEPDC1,NA,NA,NA,NA,NA,NA,0,0,0,0
DEPDC1B,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DEPDC5,1.065727537,-1.065727537,0.286641347,0.286641347,0.281611757,-0.281611757,0.0152266,0.012304388,0.002922212,-0.002922212
DEPP1,NA,NA,NA,NA,NA,NA,0,0,0,0
DEPTOR,NA,NA,NA,NA,NA,NA,0,0,0,0
DERA,2.466103142,-2.466103142,0.0137191,0.0137191,1.102613285,-1.102613285,0.048712963,0.036990601,0.011722362,-0.011722362
DERL1,4.190532518,-4.190532518,2.87E-05,2.87E-05,2.011640277,-2.011640277,0.104751189,0.07540044,0.029350749,-0.029350749
DERL2,3.977650888,-3.977650888,7.14E-05,7.14E-05,1.901664453,-1.901664453,0.10243493,0.075056424,0.027378506,-0.027378506
DERL3,0.398267207,-0.398267207,0.690464592,0.690464592,0.248583836,-0.248583836,0.014820159,0.013671542,0.001148617,-0.001148617
DESI1,1.693653864,-1.693653864,0.090453005,0.090453005,0.668985316,-0.668985316,0.06701852,0.056931236,0.010087284,-0.010087284
DESI2,1.620355102,-1.620355102,0.105273902,0.105273902,0.62603027,-0.62603027,0.047095979,0.039269192,0.007826787,-0.007826787
DET1,NA,NA,NA,NA,NA,NA,0,0,0,0
DEXI,1.930217183,-1.930217183,0.053675364,0.053675364,0.805107958,-0.805107958,0.015496098,0.010481516,0.005014582,-0.005014582
DFFA,2.299100272,-2.299100272,0.021572694,0.021572694,1.011149906,-1.011149906,0.044818017,0.034256293,0.010561724,-0.010561724
DFFB,1.200848852,-1.200848852,0.229911115,0.229911115,0.369569803,-0.369569803,0.011453637,0.008658643,0.002794994,-0.002794994
DGAT1,3.762962436,-3.762962436,0.000170919,0.000170919,1.790669572,-1.790669572,0.034419472,0.020507313,0.013912159,-0.013912159
DGAT2,1.187077122,-1.187077122,0.235296651,0.235296651,0.360757023,-0.360757023,0.009836653,0.007291489,0.002545164,-0.002545164
DGCR2,3.319306981,-3.319306981,0.000913125,0.000913125,1.55856187,-1.55856187,0.031071018,0.019140159,0.011930859,-0.011930859
DGCR6,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DGCR6L,3.299733681,-3.299733681,0.000980503,0.000980503,1.54803768,-1.54803768,0.122977923,0.097541485,0.025436438,-0.025436438
DGCR8,2.736763393,-2.736763393,0.006239764,0.006239764,1.249143265,-1.249143265,0.018213968,0.010748094,0.007465875,-0.007465875
DGKA,2.684766638,-2.684766638,0.007302136,0.007302136,1.221023173,-1.221023173,0.070484094,0.054394235,0.016089859,-0.016089859
DGKD,1.091574706,-1.091574706,0.27512429,0.27512429,0.298693839,-0.298693839,0.078223329,0.070920697,0.007302632,-0.007302632
DGKE,2.31643374,-2.31643374,0.020602684,0.020602684,1.020728785,-1.020728785,0.021526759,0.014393838,0.007132921,-0.007132921
DGKG,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DGKH,-0.496194298,0.496194298,0.619803252,0.619803252,-0.15248205,0.15248205,0.009701905,0.010937234,-0.001235329,0.001235329
DGKK,NA,NA,NA,NA,NA,NA,0,0,0,0
DGKQ,0.279027064,-0.279027064,0.78024664,0.78024664,0.386513231,-0.386513231,0.017270727,0.01640585,0.000864877,-0.000864877
DGKZ,1.693183505,-1.693183505,0.090542937,0.090542937,0.668709549,-0.668709549,0.123934368,0.110043922,0.013890446,-0.013890446
DGLUCY,2.528233752,-2.528233752,0.011519297,0.011519297,1.136397018,-1.136397018,0.06154975,0.047927835,0.013621915,-0.013621915
DGUOK,1.323394776,-1.323394776,0.185826158,0.185826158,0.446691301,-0.446691301,0.206035672,0.192307714,0.013727958,-0.013727958
DGUOK-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DHCR24,1.309942404,-1.309942404,0.190320939,0.190320939,0.438357114,-0.438357114,0.01118414,0.008202925,0.002981215,-0.002981215
DHCR7,2.046568981,-2.046568981,0.040787685,0.040787685,0.87080883,-0.87080883,0.016383413,0.010937234,0.005446179,-0.005446179
DHDDS,0.592107753,-0.592107753,0.55383,0.55383,0.067671936,-0.067671936,0.018730066,0.016861568,0.001868497,-0.001868497
DHDH,NA,NA,NA,NA,NA,NA,0,0,0,0
DHFR,-0.074133309,0.074133309,0.94091018,0.94091018,-0.781230048,0.781230048,0.018249631,0.018495301,-0.00024567,0.00024567
DHFR2,NA,NA,NA,NA,NA,NA,0,0,0,0
DHODH,-0.135896669,0.135896669,0.891914124,0.891914124,-0.618385984,0.618385984,0.008354418,0.008658643,-0.000304225,0.000304225
DHPS,3.469841123,-3.469841123,0.000528951,0.000528951,1.637328703,-1.637328703,0.115058145,0.08933856,0.025719585,-0.025719585
DHRS1,3.034384685,-3.034384685,0.002431414,0.002431414,1.407991339,-1.407991339,0.037394074,0.025141932,0.012252143,-0.012252143
DHRS11,NA,NA,NA,NA,NA,NA,0,0,0,0
DHRS12,1.423234113,-1.423234113,0.154776998,0.154776998,0.508079165,-0.508079165,0.011992632,0.008658643,0.003333989,-0.003333989
DHRS13,2.015143196,-2.015143196,0.043980929,0.043980929,0.853124154,-0.853124154,0.020718267,0.014582978,0.006135289,-0.006135289
DHRS3,4.022601448,-4.022601448,5.87E-05,5.87E-05,1.925686611,-1.925686611,0.020192038,0.009380939,0.010811099,-0.010811099
DHRS4,2.75237088,-2.75237088,0.005957021,0.005957021,1.257340059,-1.257340059,0.108892735,0.088616264,0.020276471,-0.020276471
DHRS4-AS1,-0.660834268,0.660834268,0.508781784,0.508781784,-0.011007223,0.011007223,0.016968202,0.019140159,-0.002171957,0.002171957
DHRS4L2,7.351682474,-7.351682474,2.39E-13,2.39E-13,3.615767008,-3.615767008,0.053731912,0.023241621,0.03049029,-0.03049029
DHRS7,3.701952526,-3.701952526,0.000218377,0.000218377,1.758408791,-1.758408791,0.235762047,0.195499224,0.040262823,-0.040262823
DHRS7B,0.94275878,-0.94275878,0.345889312,0.345889312,0.198221246,-0.198221246,0.020853016,0.017773005,0.003080011,-0.003080011
DHRS9,1.953420935,-1.953420935,0.050823883,0.050823883,0.818458613,-0.818458613,0.000617818,0,0.000617818,-0.000617818
DHRSX,5.404502972,-5.404502972,6.98E-08,6.98E-08,2.632901506,-2.632901506,0.067087431,0.039269192,0.027818239,-0.027818239
DHTKD1,-0.535889088,0.535889088,0.592084936,0.592084936,-0.11645575,0.11645575,0.020235198,0.022141045,-0.001905847,0.001905847
DHX15,1.095983757,-1.095983757,0.273190362,0.273190362,0.301596184,-0.301596184,0.084205781,0.076690156,0.007515625,-0.007515625
DHX16,1.772830273,-1.772830273,0.076369342,0.076369342,0.714962261,-0.714962261,0.042323849,0.034256293,0.008067557,-0.008067557
DHX29,2.405681244,-2.405681244,0.01621014,0.01621014,1.069595023,-1.069595023,0.082578446,0.066965201,0.015613245,-0.015613245
DHX30,2.266941357,-2.266941357,0.023473189,0.023473189,0.993391818,-0.993391818,0.077961328,0.063732001,0.014229327,-0.014229327
DHX32,0.986780314,-0.986780314,0.323837399,0.323837399,0.22849739,-0.22849739,0.011453637,0.009114361,0.002339276,-0.002339276
DHX33,0.037424639,-0.037424639,0.970149423,0.970149423,0.941497098,-0.941497098,0.016978333,0.016861568,0.000116764,-0.000116764
DHX34,0.8433678,-0.8433678,0.399098042,0.399098042,0.127841202,-0.127841202,0.013609616,0.011392952,0.002216664,-0.002216664
DHX35,0.921499069,-0.921499069,0.356872576,0.356872576,0.183415453,-0.183415453,0.014822354,0.012304388,0.002517966,-0.002517966
DHX36,1.95177737,-1.95177737,0.051072933,0.051072933,0.817269164,-0.817269164,0.113365192,0.098032209,0.015332983,-0.015332983
DHX37,2.425680733,-2.425680733,0.015338602,0.015338602,1.080617418,-1.080617418,0.022581852,0.015038696,0.007543155,-0.007543155
DHX38,1.635290918,-1.635290918,0.102105077,0.102105077,0.634823845,-0.634823845,0.051318982,0.043104076,0.008214906,-0.008214906
DHX40,1.165422281,-1.165422281,0.24395366,0.24395366,0.346820544,-0.346820544,0.036585582,0.031521985,0.005063598,-0.005063598
DHX57,2.212057465,-2.212057465,0.027040035,0.027040035,0.963097338,-0.963097338,0.027905741,0.020051595,0.007854146,-0.007854146
DHX58,3.398721832,-3.398721832,0.000685512,0.000685512,1.600341405,-1.600341405,0.029286257,0.017583865,0.011702392,-0.011702392
DHX8,1.405046653,-1.405046653,0.16012522,0.16012522,0.496971683,-0.496971683,0.054507156,0.047093837,0.007413319,-0.007413319
DHX9,0.995969497,-0.995969497,0.319360462,0.319360462,0.234743956,-0.234743956,0.093506074,0.086295242,0.007210832,-0.007210832
DIABLO,NA,NA,NA,NA,NA,NA,0,0,0,0
DIABLO-1,0.834682721,-0.834682721,0.403973193,0.403973193,0.121538088,-0.121538088,0.029049788,0.02578679,0.003262998,-0.003262998
DIAPH1,2.882576909,-2.882576909,0.003976795,0.003976795,1.327016807,-1.327016807,0.181068618,0.153200081,0.027868536,-0.027868536
DIAPH2,2.050135547,-2.050135547,0.040447762,0.040447762,0.872756753,-0.872756753,0.067204331,0.05518506,0.012019272,-0.012019272
DIAPH3,NA,NA,NA,NA,NA,NA,0,0,0,0
DICER1,1.827147219,-1.827147219,0.067791307,0.067791307,0.746222333,-0.746222333,0.086870141,0.074523268,0.012346873,-0.012346873
DICER1-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DIDO1,3.175953942,-3.175953942,0.001509581,0.001509581,1.482890046,-1.482890046,0.060573481,0.043792108,0.016781373,-0.016781373
DIMT1,2.161435267,-2.161435267,0.030746023,0.030746023,0.934970375,-0.934970375,0.038258492,0.029165956,0.009092536,-0.009092536
DIP2A,3.17812469,-3.17812469,0.001498139,0.001498139,1.484059747,-1.484059747,0.072652839,0.053895343,0.018757495,-0.018757495
DIP2B,0.920628178,-0.920628178,0.357330048,0.357330048,0.182802331,-0.182802331,0.039359379,0.035167729,0.00419165,-0.00419165
DIP2C,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
DIRAS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DIRC2,1.367899122,-1.367899122,0.17145133,0.17145133,0.474222795,-0.474222795,0.011857883,0.008658643,0.00319924,-0.00319924
DIS3,1.826525991,-1.826525991,0.06788081,0.06788081,0.745880864,-0.745880864,0.049478295,0.040447206,0.009031089,-0.009031089
DIS3L,0.982933444,-0.982933444,0.325729898,0.325729898,0.225867573,-0.225867573,0.030140543,0.026242508,0.003898035,-0.003898035
DIS3L2,1.140139946,-1.140139946,0.254330217,0.254330217,0.330462484,-0.330462484,0.023334418,0.019406737,0.003927681,-0.003927681
DISC1,-0.054011722,0.054011722,0.956930188,0.956930188,-0.85806125,0.85806125,0.00808492,0.008202925,-0.000118005,0.000118005
DISP1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DIXDC1,NA,NA,NA,NA,NA,NA,0,0,0,0
DKC1,1.258927754,-1.258927754,0.20816765,0.20816765,0.406397764,-0.406397764,0.042885741,0.036990601,0.00589514,-0.00589514
DKK3,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
DLAT,1.020505886,-1.020505886,0.307580181,0.307580181,0.251360557,-0.251360557,0.017113082,0.01412726,0.002985822,-0.002985822
DLC1,NA,NA,NA,NA,NA,NA,0,0,0,0
DLD,-0.532450949,0.532450949,0.594462668,0.594462668,-0.119519937,0.119519937,0.067458429,0.07083435,-0.003375921,0.003375921
DLEC1,NA,NA,NA,NA,NA,NA,0,0,0,0
DLEU2,1.850960593,-1.850960593,0.064283039,0.064283039,0.759890397,-0.759890397,0.031790556,0.024497073,0.007293482,-0.007293482
DLEU7,NA,NA,NA,NA,NA,NA,0,0,0,0
DLG1,2.709160047,-2.709160047,0.006784439,0.006784439,1.234239288,-1.234239288,0.034160106,0.02369734,0.010462767,-0.010462767
DLG2,NA,NA,NA,NA,NA,NA,0,0,0,0
DLG3,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
DLG4,0.254583099,-0.254583099,0.799065654,0.799065654,0.419144252,-0.419144252,0.010645145,0.010025797,0.000619348,-0.000619348
DLG5,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DLGAP1,NA,NA,NA,NA,NA,NA,0,0,0,0
DLGAP1-AS1,1.229964308,-1.229964308,0.218817225,0.218817225,0.388096999,-0.388096999,0.024503996,0.020129033,0.004374963,-0.004374963
DLGAP1-AS2,NA,NA,NA,NA,NA,NA,0,0,0,0
DLGAP3,-1.056293793,1.056293793,0.290947845,0.290947845,-0.275308911,0.275308911,0.007545926,0.010025797,-0.002479872,0.002479872
DLGAP4,1.165526495,-1.165526495,0.243914312,0.243914312,0.346883275,-0.346883275,0.057471846,0.051006159,0.006465687,-0.006465687
DLGAP4-AS1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
DLGAP5,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
DLK2,NA,NA,NA,NA,NA,NA,0,0,0,0
DLL1,NA,NA,NA,NA,NA,NA,0,0,0,0
DLL3,NA,NA,NA,NA,NA,NA,0,0,0,0
DLST,2.229376006,-2.229376006,0.025869012,0.025869012,0.972653564,-0.972653564,0.050139273,0.039269192,0.010870081,-0.010870081
DMAC1,0.735897909,-0.735897909,0.461861109,0.461861109,0.047873056,-0.047873056,0.076377373,0.071556646,0.004820727,-0.004820727
DMAC2,2.378682291,-2.378682291,0.017440451,0.017440451,1.054869162,-1.054869162,0.030880344,0.021951905,0.008928438,-0.008928438
DMAP1,1.277025877,-1.277025877,0.201705651,0.201705651,0.417772161,-0.417772161,0.05845053,0.051496142,0.006954389,-0.006954389
DMD,NA,NA,NA,NA,NA,NA,0,0,0,0
DMGDH,NA,NA,NA,NA,NA,NA,0,0,0,0
DMKN,-0.356328764,0.356328764,0.721626711,0.721626711,-0.293840391,0.293840391,0.002290727,0.002734308,-0.000443581,0.000443581
DMPK,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
DMTF1,-0.250059813,0.250059813,0.802562006,0.802562006,-0.425404027,0.425404027,0.055170768,0.056586478,-0.00141571,0.00141571
DMTN,1.530358973,-1.530358973,0.126028023,0.126028023,0.572684847,-0.572684847,0.0072434,0.004557181,0.002686219,-0.002686219
DMWD,0.591218669,-0.591218669,0.554424301,0.554424301,0.068423711,-0.068423711,0.009028161,0.007747207,0.001280954,-0.001280954
DMXL1,1.952682889,-1.952682889,0.050961538,0.050961538,0.817800607,-0.817800607,0.078421719,0.065976327,0.012445393,-0.012445393
DMXL2,2.142604573,-2.142604573,0.032235925,0.032235925,0.924451401,-0.924451401,0.101766894,0.085650384,0.01611651,-0.01611651
DNA2,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAAF1,1.732387684,-1.732387684,0.083264511,0.083264511,0.691721584,-0.691721584,0.000404246,0,0.000404246,-0.000404246
DNAAF2,0.949108434,-0.949108434,0.342653471,0.342653471,0.202616029,-0.202616029,0.047479962,0.042725796,0.004754166,-0.004754166
DNAAF4,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DNAAF5,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
DNAH1,-0.824609744,0.824609744,0.409678761,0.409678761,-0.1141857,0.1141857,0.008489166,0.010481516,-0.001992349,0.001992349
DNAH10,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAH10OS,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAH14,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAH6,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAH8,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAI2,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAJA1,7.207105991,-7.207105991,7.34E-13,7.34E-13,3.538730236,-3.538730236,0.231844226,0.159073817,0.072770408,-0.072770408
DNAJA2,1.913185391,-1.913185391,0.055837065,0.055837065,0.795356613,-0.795356613,0.118315011,0.103164978,0.015150033,-0.015150033
DNAJA3,3.841925317,-3.841925317,0.000124458,0.000124458,1.831685838,-1.831685838,0.033351614,0.019406737,0.013944877,-0.013944877
DNAJA4,0.539874391,-0.539874391,0.589329723,0.589329723,0.112910557,-0.112910557,0.012801124,0.011392952,0.001408172,-0.001408172
DNAJB1,2.984305742,-2.984305742,0.00286844,0.00286844,1.381226587,-1.381226587,0.236360313,0.202644747,0.033715566,-0.033715566
DNAJB11,-0.142100263,0.142100263,0.887012642,0.887012642,-0.605396543,0.605396543,0.076377373,0.077335014,-0.000957642,0.000957642
DNAJB12,2.28008966,-2.28008966,0.022680212,0.022680212,1.000648355,-1.000648355,0.070817234,0.057162808,0.013654426,-0.013654426
DNAJB14,1.536532891,-1.536532891,0.124530977,0.124530977,0.576315402,-0.576315402,0.092125339,0.081247337,0.010878002,-0.010878002
DNAJB2,2.250446758,-2.250446758,0.024497719,0.024497719,0.984315684,-0.984315684,0.030229497,0.021762765,0.008466732,-0.008466732
DNAJB4,1.425265454,-1.425265454,0.154189981,0.154189981,0.509313625,-0.509313625,0.013070621,0.009570079,0.003500542,-0.003500542
DNAJB5,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAJB6,5.674570161,-5.674570161,1.54E-08,1.54E-08,2.768429724,-2.768429724,0.227941169,0.169668519,0.05827265,-0.05827265
DNAJB9,0.376890067,-0.376890067,0.706287212,0.706287212,0.271285235,-0.271285235,0.058519222,0.056363074,0.002156148,-0.002156148
DNAJC1,6.930564122,-6.930564122,5.12E-12,5.12E-12,3.401612865,-3.401612865,0.14097653,0.08724911,0.05372742,-0.05372742
DNAJC10,-1.4534193,1.4534193,0.146241454,0.146241454,-0.526345202,0.526345202,0.052981761,0.061487675,-0.008505914,0.008505914
DNAJC11,1.75990555,-1.75990555,0.078535694,0.078535694,0.707495069,-0.707495069,0.03055492,0.023774777,0.006780143,-0.006780143
DNAJC13,-0.243475745,0.243475745,0.80765712,0.80765712,-0.434647534,0.434647534,0.044032422,0.045270964,-0.001238542,0.001238542
DNAJC14,2.971767782,-2.971767782,0.002983153,0.002983153,1.374813738,-1.374813738,0.021447936,0.012760106,0.00868783,-0.00868783
DNAJC15,2.420782286,-2.420782286,0.015556959,0.015556959,1.077806362,-1.077806362,0.240061655,0.21365649,0.026405165,-0.026405165
DNAJC16,-1.407815331,1.407815331,0.15932476,0.15932476,-0.498618464,0.498618464,0.015384246,0.020129033,-0.004744787,0.004744787
DNAJC17,1.077330477,-1.077330477,0.281431813,0.281431813,0.28929665,-0.28929665,0.028859113,0.024686214,0.0041729,-0.0041729
DNAJC18,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DNAJC19,1.330589873,-1.330589873,0.183443808,0.183443808,0.451159329,-0.451159329,0.102994187,0.093173444,0.009820743,-0.009820743
DNAJC2,2.183119631,-2.183119631,0.029114897,0.029114897,0.946981978,-0.946981978,0.095021338,0.079691042,0.015330295,-0.015330295
DNAJC21,1.536847342,-1.536847342,0.124446514,0.124446514,0.576521143,-0.576521143,0.040933203,0.033989715,0.006943488,-0.006943488
DNAJC24,1.631658437,-1.631658437,0.102860627,0.102860627,0.63270938,-0.63270938,0.014687605,0.010481516,0.00420609,-0.00420609
DNAJC25,0.995794962,-0.995794962,0.319436205,0.319436205,0.234637971,-0.234637971,0.008893413,0.006835771,0.002057641,-0.002057641
DNAJC25-GNG10,1.086701025,-1.086701025,0.277267391,0.277267391,0.295489283,-0.295489283,0.034475398,0.029888252,0.004587145,-0.004587145
DNAJC27,1.531127048,-1.531127048,0.125848629,0.125848629,0.573118312,-0.573118312,0.014418108,0.010481516,0.003936593,-0.003936593
DNAJC27-AS1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DNAJC3,2.121604958,-2.121604958,0.03396501,0.03396501,0.912735381,-0.912735381,0.11862039,0.102098666,0.016521725,-0.016521725
DNAJC30,2.633919699,-2.633919699,0.008485076,0.008485076,1.193676897,-1.193676897,0.03316094,0.023052481,0.010108458,-0.010108458
DNAJC3-DT,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAJC4,3.058224387,-3.058224387,0.002249242,0.002249242,1.420455554,-1.420455554,0.134083459,0.10897761,0.025105849,-0.025105849
DNAJC5,2.005520387,-2.005520387,0.045008071,0.045008071,0.847656284,-0.847656284,0.057586113,0.046827259,0.010758854,-0.010758854
DNAJC5B,2.236938043,-2.236938043,0.025333074,0.025333074,0.97714831,-0.97714831,0.000673743,0,0.000673743,-0.000673743
DNAJC6,NA,NA,NA,NA,NA,NA,0,0,0,0
DNAJC7,2.028236115,-2.028236115,0.04263981,0.04263981,0.860420666,-0.860420666,0.144296379,0.126793789,0.017502591,-0.017502591
DNAJC8,1.784071848,-1.784071848,0.074531428,0.074531428,0.721424779,-0.721424779,0.205959264,0.187843564,0.0181157,-0.0181157
DNAJC9,2.010321202,-2.010321202,0.044496671,0.044496671,0.850365948,-0.850365948,0.053004658,0.042725796,0.010278862,-0.010278862
DNAL1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
DNAL4,1.709742691,-1.709742691,0.087420713,0.087420713,0.678405258,-0.678405258,0.017619048,0.012760106,0.004858942,-0.004858942
DNASE1,0.776274844,-0.776274844,0.437655815,0.437655815,0.078457633,-0.078457633,0.014418108,0.012304388,0.00211372,-0.00211372
DNASE1L1,3.210279613,-3.210279613,0.001340026,0.001340026,1.501117542,-1.501117542,0.037315251,0.024608776,0.012706476,-0.012706476
DNASE1L2,NA,NA,NA,NA,NA,NA,0,0,0,0
DNASE1L3,2.013899494,-2.013899494,0.044060552,0.044060552,0.85269663,-0.85269663,0.00223174,0.000455718,0.001776022,-0.001776022
