id,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
LYSMD4,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
LYST,3.455206587,-3.455206587,0.000558575,0.000558575,1.629615116,-1.629615116,0.208289166,0.173089375,0.035199791,-0.035199791
LYVE1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
LYZ,-4.224826868,4.224826868,2.48E-05,2.48E-05,-2.028906564,2.028906564,1.418631661,1.565876472,-0.147244811,0.147244811
LZIC,1.162117909,-1.162117909,0.245293223,0.245293223,0.344688188,-0.344688188,0.059337845,0.052940734,0.006397112,-0.006397112
LZTFL1,0.075810645,-0.075810645,0.939575803,0.939575803,0.775611205,-0.775611205,0.011588386,0.011392952,0.000195434,-0.000195434
LZTR1,2.616217329,-2.616217329,0.008933679,0.008933679,1.184177763,-1.184177763,0.018000397,0.010937234,0.007063163,-0.007063163
LZTS2,-0.722748266,0.722748266,0.469907156,0.469907156,-0.037751625,0.037751625,0.009567156,0.011392952,-0.001825796,0.001825796
LZTS3,NA,NA,NA,NA,NA,NA,0,0,0,0
M1AP,NA,NA,NA,NA,NA,NA,0,0,0,0
M6PR,1.133190303,-1.133190303,0.257244051,0.257244051,0.325932626,-0.325932626,0.20845318,0.196657825,0.011795355,-0.011795355
MACC1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MACF1,1.66579158,-1.66579158,0.095879339,0.095879339,0.652697064,-0.652697064,0.209251604,0.191224214,0.01802739,-0.01802739
MACO1,1.239803761,-1.239803761,0.215157125,0.215157125,0.394327008,-0.394327008,0.041022157,0.035356869,0.005665288,-0.005665288
MACROD1,1.554034334,-1.554034334,0.120282997,0.120282997,0.586786634,-0.586786634,0.010106151,0.006835771,0.00327038,-0.00327038
MACROD2,0.283306458,-0.283306458,0.77696504,0.77696504,0.380991693,-0.380991693,0.010533294,0.009836657,0.000696636,-0.000696636
MAD1L1,3.290199914,-3.290199914,0.001013716,0.001013716,1.543092074,-1.543092074,0.103731146,0.080636743,0.023094403,-0.023094403
MAD2L1,0.643223882,-0.643223882,0.520135451,0.520135451,0.025246769,-0.025246769,0.017753796,0.015760992,0.001992804,-0.001992804
MAD2L1BP,0.963576158,-0.963576158,0.335346139,0.335346139,0.212599044,-0.212599044,0.025838717,0.022330185,0.003508532,-0.003508532
MAD2L2,2.691521007,-2.691521007,0.007157117,0.007157117,1.22463974,-1.22463974,0.101499406,0.082537053,0.018962353,-0.018962353
MADCAM1,NA,NA,NA,NA,NA,NA,0,0,0,0
MADD,5.795007378,-5.795007378,7.44E-09,7.44E-09,2.831459531,-2.831459531,0.051285953,0.026431648,0.024854306,-0.024854306
MAEA,2.437715277,-2.437715277,0.014842462,0.014842462,1.087134598,-1.087134598,0.059236125,0.046483243,0.012752882,-0.012752882
MAF,-0.920044079,0.920044079,0.357644275,0.357644275,-0.182381351,0.182381351,0.034274592,0.038701771,-0.004427179,0.004427179
MAF1,2.279942938,-2.279942938,0.022694534,0.022694534,1.000515409,-1.000515409,0.190684455,0.167938677,0.022745777,-0.022745777
MAFA,NA,NA,NA,NA,NA,NA,0,0,0,0
MAFB,8.770839697,-8.770839697,2.84E-18,2.84E-18,4.319319977,-4.319319977,0.289057909,0.184011647,0.105046262,-0.105046262
MAFF,5.019390095,-5.019390095,5.43E-07,5.43E-07,2.437626544,-2.437626544,0.035723799,0.017583865,0.018139934,-0.018139934
MAFG,1.182903621,-1.182903621,0.236949929,0.236949929,0.358074089,-0.358074089,0.022167474,0.018228723,0.003938751,-0.003938751
MAFG-DT,NA,NA,NA,NA,NA,NA,0,0,0,0
MAFIP,NA,NA,NA,NA,NA,NA,0,0,0,0
MAFK,1.041995156,-1.041995156,0.297505284,0.297505284,0.265794584,-0.265794584,0.011588386,0.009114361,0.002474025,-0.002474025
MAGED1,-0.367143867,0.367143867,0.713543356,0.713543356,-0.281883078,0.281883078,0.024570053,0.02597593,-0.001405877,0.001405877
MAGED2,3.204711091,-3.204711091,0.001367414,0.001367414,1.498035452,-1.498035452,0.08188444,0.061608286,0.020276154,-0.020276154
MAGEE1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAGEF1,2.024705259,-2.024705259,0.042991885,0.042991885,0.858487419,-0.858487419,0.037170371,0.028710238,0.008460133,-0.008460133
MAGEH1,1.240356974,-1.240356974,0.214950686,0.214950686,0.394680219,-0.394680219,0.022851349,0.018684441,0.004166908,-0.004166908
MAGI3,NA,NA,NA,NA,NA,NA,0,0,0,0
MAGIX,NA,NA,NA,NA,NA,NA,0,0,0,0
MAGOH,2.937414306,-2.937414306,0.003339006,0.003339006,1.356244212,-1.356244212,0.205229156,0.176175125,0.029054031,-0.029054031
MAGOHB,1.134241766,-1.134241766,0.256795585,0.256795585,0.326628065,-0.326628065,0.037607646,0.032622561,0.004985085,-0.004985085
MAGT1,-0.167077805,0.167077805,0.867322753,0.867322753,-0.556912239,0.556912239,0.060146337,0.061143659,-0.000997322,0.000997322
MAIP1,2.799721333,-2.799721333,0.005147025,0.005147025,1.282896068,-1.282896068,0.027265027,0.017773005,0.009492022,-0.009492022
MAK,NA,NA,NA,NA,NA,NA,0,0,0,0
MAK16,0.981168984,-0.981168984,0.32659713,0.32659713,0.224664556,-0.224664556,0.01700123,0.01412726,0.00287397,-0.00287397
MAL,-1.389918484,1.389918484,0.16468537,0.16468537,-0.487691069,0.487691069,0.071957076,0.082452932,-0.010495856,0.010495856
MALAT1,-1.411988303,1.411988303,0.158068861,0.158068861,-0.501213175,0.501213175,3.40807876,3.437648915,-0.029570156,0.029570156
MALINC1,NA,NA,NA,NA,NA,NA,0,0,0,0
MALSU1,3.615526243,-3.615526243,0.000304817,0.000304817,1.713645907,-1.713645907,0.07225609,0.051840157,0.020415932,-0.020415932
MALT1,0.533525003,-0.533525003,0.593718417,0.593718417,0.118560342,-0.118560342,0.06556445,0.06221888,0.00334557,-0.00334557
MAMDC4,NA,NA,NA,NA,NA,NA,0,0,0,0
MAML1,2.929472636,-2.929472636,0.003420469,0.003420469,1.352244879,-1.352244879,0.026568386,0.016861568,0.009706818,-0.009706818
MAML2,-0.232182428,0.232182428,0.816415602,0.816415602,-0.450894657,0.450894657,0.091927168,0.093664169,-0.001737001,0.001737001
MAML3,1.38809531,-1.38809531,0.165224774,0.165224774,0.48660439,-0.48660439,0.025648042,0.020584751,0.005063292,-0.005063292
MAMLD1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAMSTR,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
MAN1A1,-0.916622107,0.916622107,0.359434161,0.359434161,-0.179985833,0.179985833,0.025940437,0.029699112,-0.003758675,0.003758675
MAN1A2,2.064663589,-2.064663589,0.039053508,0.039053508,0.880888402,-0.880888402,0.098931464,0.084170785,0.014760679,-0.014760679
MAN1B1,2.014224747,-2.014224747,0.044084119,0.044084119,0.852570213,-0.852570213,0.056787752,0.046294103,0.010493649,-0.010493649
MAN1B1-DT,0.652184041,-0.652184041,0.514338605,0.514338605,0.017974648,-0.017974648,0.00916291,0.007747207,0.001415703,-0.001415703
MAN1C1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAN2A1,4.435396906,-4.435396906,9.51E-06,9.51E-06,2.137990349,-2.137990349,0.069731528,0.045537542,0.024193985,-0.024193985
MAN2A2,1.607282066,-1.607282066,0.108108086,0.108108086,0.618326181,-0.618326181,0.02961168,0.023508199,0.00610348,-0.00610348
MAN2B1,3.312243196,-3.312243196,0.000937788,0.000937788,1.554629219,-1.554629219,0.090841495,0.068788073,0.022053421,-0.022053421
MAN2B2,2.835821378,-2.835821378,0.004602268,0.004602268,1.302181235,-1.302181235,0.039461099,0.027609662,0.011851437,-0.011851437
MAN2C1,5.082401164,-5.082401164,3.95E-07,3.95E-07,2.468994327,-2.468994327,0.07053519,0.043258952,0.027276238,-0.027276238
MANBA,5.149482507,-5.149482507,2.78E-07,2.78E-07,2.502785214,-2.502785214,0.095222144,0.062253144,0.032968999,-0.032968999
MANBAL,2.848786192,-2.848786192,0.004416369,0.004416369,1.309230519,-1.309230519,0.016843584,0.009570079,0.007273505,-0.007273505
MANEA,2.500365002,-2.500365002,0.012455102,0.012455102,1.121396213,-1.121396213,0.012262129,0.006835771,0.005426358,-0.005426358
MANEA-DT,-2.051253956,2.051253956,0.040365905,0.040365905,-0.873227815,0.873227815,0.008893413,0.014582978,-0.005689566,0.005689566
MANF,1.547482779,-1.547482779,0.12187021,0.12187021,0.582844238,-0.582844238,0.09627987,0.084970519,0.011309351,-0.011309351
MANSC1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MAOA,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP10,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MAP1A,1.047739016,-1.047739016,0.294824939,0.294824939,0.269671737,-0.269671737,0.001077989,0.000455718,0.000622271,-0.000622271
MAP1B,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP1LC3A,3.486118955,-3.486118955,0.000496417,0.000496417,1.646274694,-1.646274694,0.02044877,0.010748094,0.009700676,-0.009700676
MAP1LC3B,5.373297175,-5.373297175,8.42E-08,8.42E-08,2.615618217,-2.615618217,0.263020212,0.204088597,0.058931615,-0.058931615
MAP1LC3B2,3.729262757,-3.729262757,0.000194894,0.000194894,1.773451341,-1.773451341,0.014552857,0.006380053,0.008172804,-0.008172804
MAP1S,2.531863724,-2.531863724,0.01139956,0.01139956,1.138392055,-1.138392055,0.040089048,0.029243394,0.010845654,-0.010845654
MAP2K1,0.75748053,-0.75748053,0.448833851,0.448833851,0.064304085,-0.064304085,0.107039501,0.101118701,0.0059208,-0.0059208
MAP2K2,2.685469857,-2.685469857,0.007285956,0.007285956,1.221423527,-1.221423527,0.089506774,0.071857488,0.017649285,-0.017649285
MAP2K3,2.429345042,-2.429345042,0.015195493,0.015195493,1.082478452,-1.082478452,0.164816694,0.142332118,0.022484576,-0.022484576
MAP2K4,1.35126558,-1.35126558,0.176720063,0.176720063,0.463968619,-0.463968619,0.016035092,0.012304388,0.003730704,-0.003730704
MAP2K5,1.127975064,-1.127975064,0.259431693,0.259431693,0.322549227,-0.322549227,0.03138631,0.026887366,0.004498944,-0.004498944
MAP2K6,0.687609854,-0.687609854,0.491759813,0.491759813,0.010328278,-0.010328278,0.027343849,0.024686214,0.002657636,-0.002657636
MAP2K7,2.808691831,-2.808691831,0.005008652,0.005008652,1.28761572,-1.28761572,0.056889472,0.042459218,0.014430254,-0.014430254
MAP3K1,1.691685201,-1.691685201,0.090826558,0.090826558,0.667841182,-0.667841182,0.106380939,0.093594898,0.012786041,-0.012786041
MAP3K10,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MAP3K11,5.392018975,-5.392018975,7.51E-08,7.51E-08,2.626126441,-2.626126441,0.102257021,0.066432045,0.035824976,-0.035824976
MAP3K12,2.299248961,-2.299248961,0.02155426,0.02155426,1.011328511,-1.011328511,0.01118414,0.006380053,0.004804087,-0.004804087
MAP3K13,0.958526345,-0.958526345,0.337885856,0.337885856,0.20911996,-0.20911996,0.044525623,0.03991405,0.004611573,-0.004611573
MAP3K14,2.907910205,-2.907910205,0.003665404,0.003665404,1.340715377,-1.340715377,0.03553049,0.024153058,0.011377432,-0.011377432
MAP3K14-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP3K2,1.433432698,-1.433432698,0.151855555,0.151855555,0.514253809,-0.514253809,0.077175733,0.067945166,0.009230568,-0.009230568
MAP3K20,0.617962643,-0.617962643,0.536656206,0.536656206,0.046006578,-0.046006578,0.029982897,0.027420522,0.002562375,-0.002562375
MAP3K21,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP3K3,5.242761651,-5.242761651,1.69E-07,1.69E-07,2.550417205,-2.550417205,0.07955805,0.049149023,0.030409027,-0.030409027
MAP3K4,2.944332532,-2.944332532,0.003261845,0.003261845,1.360114037,-1.360114037,0.035372844,0.023774777,0.011598067,-0.011598067
MAP3K5,0.350513459,-0.350513459,0.725982773,0.725982773,0.300354027,-0.300354027,0.03981955,0.038168615,0.001650935,-0.001650935
MAP3K6,1.998376304,-1.998376304,0.04576664,0.04576664,0.843682263,-0.843682263,0.016248664,0.010937234,0.00531143,-0.00531143
MAP3K7,-0.434892695,0.434892695,0.663679061,0.663679061,-0.211262486,0.211262486,0.040841614,0.042992374,-0.00215076,0.00215076
MAP3K7CL,4.370635913,-4.370635913,1.27E-05,1.27E-05,2.105291842,-2.105291842,0.025421924,0.012304388,0.013117537,-0.013117537
MAP3K8,3.142228188,-3.142228188,0.001696087,0.001696087,1.464883003,-1.464883003,0.295599174,0.254661535,0.04093764,-0.04093764
MAP3K9,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP4,3.121039595,-3.121039595,0.001821171,0.001821171,1.453791285,-1.453791285,0.086992124,0.066432045,0.020560079,-0.020560079
MAP4K1,1.413680829,-1.413680829,0.157576844,0.157576844,0.502233377,-0.502233377,0.091238244,0.081213072,0.010025171,-0.010025171
MAP4K2,4.752450677,-4.752450677,2.10E-06,2.10E-06,2.300557625,-2.300557625,0.057888639,0.035090291,0.022798347,-0.022798347
MAP4K3,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP4K4,2.864446832,-2.864446832,0.00420931,0.00420931,1.317401364,-1.317401364,0.083107309,0.064678443,0.018428866,-0.018428866
MAP4K5,1.519804845,-1.519804845,0.128677078,0.128677078,0.566333458,-0.566333458,0.046300253,0.039002614,0.007297639,-0.007297639
MAP7,NA,NA,NA,NA,NA,NA,0,0,0,0
MAP7D1,3.094637088,-3.094637088,0.00199123,0.00199123,1.439773863,-1.439773863,0.119777203,0.095684348,0.024092854,-0.024092854
MAP7D3,-1.811566303,1.811566303,0.070187984,0.070187984,-0.737196202,0.737196202,0.02114541,0.028409396,-0.007263986,0.007263986
MAP9,-0.376104099,0.376104099,0.706872928,0.706872928,-0.272136123,0.272136123,0.013744365,0.014849556,-0.001105191,0.001105191
MAPK1,0.994391694,-0.994391694,0.320128102,0.320128102,0.233670307,-0.233670307,0.090922952,0.083792505,0.007130447,-0.007130447
MAPK10,NA,NA,NA,NA,NA,NA,0,0,0,0
MAPK11,NA,NA,NA,NA,NA,NA,0,0,0,0
MAPK12,NA,NA,NA,NA,NA,NA,0,0,0,0
MAPK13,0.733666682,-0.733666682,0.463218342,0.463218342,0.046164477,-0.046164477,0.02961168,0.026698226,0.002913454,-0.002913454
MAPK14,2.783821763,-2.783821763,0.00540792,0.00540792,1.274296558,-1.274296558,0.052656337,0.038890912,0.013765426,-0.013765426
MAPK1IP1L,3.081773805,-3.081773805,0.002079629,0.002079629,1.432911865,-1.432911865,0.205664893,0.174242034,0.031422859,-0.031422859
MAPK3,3.872788116,-3.872788116,0.000109801,0.000109801,1.847665198,-1.847665198,0.036427936,0.021685327,0.014742609,-0.014742609
MAPK6,0.900045761,-0.900045761,0.368179211,0.368179211,0.168339814,-0.168339814,0.040706865,0.036534883,0.004171982,-0.004171982
MAPK7,3.698341272,-3.698341272,0.000220684,0.000220684,1.75701356,-1.75701356,0.034744895,0.020963031,0.013781864,-0.013781864
MAPK8,2.918162947,-2.918162947,0.003547145,0.003547145,1.346192725,-1.346192725,0.030387143,0.019862455,0.010524688,-0.010524688
MAPK8IP1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAPK8IP3,3.739644579,-3.739644579,0.000187948,0.000187948,1.778226105,-1.778226105,0.069716128,0.048504165,0.021211963,-0.021211963
MAPK9,0.334426749,-0.334426749,0.738084986,0.738084986,0.318726336,-0.318726336,0.014148611,0.013215824,0.000932787,-0.000932787
MAPKAP1,3.116142369,-3.116142369,0.001851115,0.001851115,1.451239108,-1.451239108,0.0709315,0.052794767,0.018136733,-0.018136733
MAPKAPK2,4.456131428,-4.456131428,8.66E-06,8.66E-06,2.148405065,-2.148405065,0.093396637,0.064342595,0.029054043,-0.029054043
MAPKAPK3,2.897375335,-2.897375335,0.003793684,0.003793684,1.334950339,-1.334950339,0.124124823,0.101152965,0.022971858,-0.022971858
MAPKAPK5,1.557598305,-1.557598305,0.119445816,0.119445816,0.588880836,-0.588880836,0.049287621,0.041547782,0.007739839,-0.007739839
MAPKAPK5-AS1,-1.392841251,1.392841251,0.163799848,0.163799848,-0.489480049,0.489480049,0.085588711,0.095907753,-0.010319042,0.010319042
MAPKBP1,2.268961825,-2.268961825,0.023337047,0.023337047,0.994622834,-0.994622834,0.011723135,0.006835771,0.004887364,-0.004887364
MAPRE1,4.774739002,-4.774739002,1.89E-06,1.89E-06,2.311407932,-2.311407932,0.13291893,0.096054461,0.036864469,-0.036864469
MAPRE2,4.343762623,-4.343762623,1.45E-05,1.45E-05,2.090561764,-2.090561764,0.110332468,0.078667904,0.031664564,-0.031664564
MAPRE3,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MAPT,NA,NA,NA,NA,NA,NA,0,0,0,0
MARCKS,5.83411635,-5.83411635,5.97E-09,5.97E-09,2.850221191,-2.850221191,0.161716474,0.109769919,0.051946555,-0.051946555
MARCKSL1,0.343039709,-0.343039709,0.731597803,0.731597803,0.308826276,-0.308826276,0.113594208,0.110716361,0.002877847,-0.002877847
MARCO,5.785994055,-5.785994055,7.87E-09,7.87E-09,2.826665752,-2.826665752,0.063325038,0.034411169,0.028913869,-0.028913869
MARF1,1.854104198,-1.854104198,0.063836333,0.063836333,0.761671995,-0.761671995,0.068762755,0.057618526,0.01114423,-0.01114423
MARK2,2.787031511,-2.787031511,0.005356223,0.005356223,1.275970812,-1.275970812,0.071180735,0.054505937,0.016674797,-0.016674797
MARK3,3.453482984,-3.453482984,0.000561516,0.000561516,1.628869972,-1.628869972,0.064356575,0.04580412,0.018552454,-0.018552454
MARK4,5.290109556,-5.290109556,1.28E-07,1.28E-07,2.576304648,-2.576304648,0.020258095,0.007291489,0.012966606,-0.012966606
MARS,1.736672025,-1.736672025,0.082559136,0.082559136,0.694030828,-0.694030828,0.053991058,0.045116089,0.00887497,-0.00887497
MARS2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MARVELD1,1.485714188,-1.485714188,0.137466058,0.137466058,0.545887379,-0.545887379,0.015361349,0.011392952,0.003968397,-0.003968397
MARVELD2,NA,NA,NA,NA,NA,NA,0,0,0,0
MASP2,NA,NA,NA,NA,NA,NA,0,0,0,0
MAST1,NA,NA,NA,NA,NA,NA,0,0,0,0
MAST2,2.117683234,-2.117683234,0.034278067,0.034278067,0.91066689,-0.91066689,0.009567156,0.005468617,0.004098539,-0.004098539
MAST3,4.902639867,-4.902639867,9.94E-07,9.94E-07,2.377366365,-2.377366365,0.055989391,0.033267419,0.022721972,-0.022721972
MAST4,-1.004970829,1.004970829,0.315015619,0.315015619,-0.240841442,0.240841442,0.015035926,0.018228723,-0.003192797,0.003192797
MAST4-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
MASTL,0.095124402,-0.095124402,0.924223599,0.924223599,0.717034101,-0.717034101,0.007950172,0.007747207,0.000202965,-0.000202965
MAT2A,1.465566725,-1.465566725,0.142886756,0.142886756,0.533719648,-0.533719648,0.082006423,0.072390644,0.009615779,-0.009615779
MAT2B,2.484247935,-2.484247935,0.013045259,0.013045259,1.11243089,-1.11243089,0.183153271,0.159012714,0.024140557,-0.024140557
MATK,3.408279443,-3.408279443,0.000662631,0.000662631,1.605226194,-1.605226194,0.098111096,0.073766708,0.024344388,-0.024344388
MATN1,NA,NA,NA,NA,NA,NA,0,0,0,0
MATN1-AS1,-0.096111154,0.096111154,0.923440112,0.923440112,-0.714299059,0.714299059,0.008893413,0.009114361,-0.000220949,0.000220949
MATN2,NA,NA,NA,NA,NA,NA,0,0,0,0
MATN4,NA,NA,NA,NA,NA,NA,0,0,0,0
MATR3,NA,NA,NA,NA,NA,NA,0,0,0,0
MATR3-1,1.127661358,-1.127661358,0.259567466,0.259567466,0.322339729,-0.322339729,0.050724062,0.044815246,0.005908815,-0.005908815
MAU2,3.076777607,-3.076777607,0.002112397,0.002112397,1.430435283,-1.430435283,0.043839113,0.030232268,0.013606845,-0.013606845
MAVS,2.052662839,-2.052662839,0.040197744,0.040197744,0.874197978,-0.874197978,0.037282223,0.028710238,0.008571985,-0.008571985
MAX,5.7522033,-5.7522033,9.77E-09,9.77E-09,2.808035728,-2.808035728,0.164960197,0.115400837,0.04955936,-0.04955936
MAZ,4.26582932,-4.26582932,2.06E-05,2.06E-05,2.050438071,-2.050438071,0.105524237,0.075512142,0.030012095,-0.030012095
MB21D2,NA,NA,NA,NA,NA,NA,0,0,0,0
MBD1,1.590143092,-1.590143092,0.1119194,0.1119194,0.608191836,-0.608191836,0.045311217,0.0378246,0.007486618,-0.007486618
MBD2,1.320395686,-1.320395686,0.186824242,0.186824242,0.444829994,-0.444829994,0.08611494,0.076956734,0.009158206,-0.009158206
MBD3,-0.152826583,0.152826583,0.878547583,0.878547583,-0.583878454,0.583878454,0.025457368,0.026053368,-0.000596,0.000596
MBD4,1.903777273,-1.903777273,0.057049659,0.057049659,0.79001648,-0.79001648,0.129497142,0.113801369,0.015695773,-0.015695773
MBD5,1.127021358,-1.127021358,0.259838514,0.259838514,0.321921668,-0.321921668,0.057359995,0.051117861,0.006242133,-0.006242133
MBD6,2.90459232,-2.90459232,0.0037048,0.0037048,1.338925904,-1.338925904,0.04099926,0.028710238,0.012289022,-0.012289022
MBIP,1.216600419,-1.216600419,0.223865461,0.223865461,0.379601675,-0.379601675,0.03187951,0.026964804,0.004914706,-0.004914706
MBLAC1,NA,NA,NA,NA,NA,NA,0,0,0,0
MBLAC2,NA,NA,NA,NA,NA,NA,0,0,0,0
MBNL1,1.1852021,-1.1852021,0.236053424,0.236053424,0.35952765,-0.35952765,0.410103526,0.393093834,0.017009691,-0.017009691
MBNL1-AS1,-1.214208696,1.214208696,0.224796685,0.224796685,-0.378046557,0.378046557,0.008758664,0.01184867,-0.003090006,0.003090006
MBNL2,2.856437619,-2.856437619,0.004314545,0.004314545,1.313204822,-1.313204822,0.04485368,0.031977703,0.012875977,-0.012875977
MBNL3,-1.631701732,1.631701732,0.102880376,0.102880376,-0.632654261,0.632654261,0.020662342,0.026887366,-0.006225024,0.006225024
MBOAT1,0.918864249,-0.918864249,0.358247727,0.358247727,0.181573248,-0.181573248,0.010779894,0.008658643,0.002121251,-0.002121251
MBOAT2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MBOAT7,1.020615398,-1.020615398,0.30753342,0.30753342,0.25142706,-0.25142706,0.066103445,0.059862852,0.006240593,-0.006240593
MBP,6.155855229,-6.155855229,8.56E-10,8.56E-10,3.011525389,-3.011525389,0.208538181,0.147654027,0.060884155,-0.060884155
MBTD1,0.994383984,-0.994383984,0.320125878,0.320125878,0.233673415,-0.233673415,0.016866481,0.01393812,0.002928361,-0.002928361
MBTPS1,2.285952012,-2.285952012,0.02233484,0.02233484,1.003875867,-1.003875867,0.067133006,0.053895343,0.013237662,-0.013237662
MBTPS2,NA,NA,NA,NA,NA,NA,0,0,0,0
MC1R,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
MCAT,1.967339412,-1.967339412,0.049235402,0.049235402,0.826156395,-0.826156395,0.013340119,0.008658643,0.004681475,-0.004681475
MCC,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
MCCC1,2.598610408,-2.598610408,0.009406779,0.009406779,1.174602369,-1.174602369,0.02581582,0.017128146,0.008687673,-0.008687673
MCCC2,1.555328709,-1.555328709,0.119982561,0.119982561,0.587536986,-0.587536986,0.031116812,0.025064494,0.006052319,-0.006052319
MCEE,0.107002899,-0.107002899,0.91479528,0.91479528,0.685444695,-0.685444695,0.022525926,0.022141045,0.000384881,-0.000384881
MCEMP1,0.137553397,-0.137553397,0.890604634,0.890604634,0.614875008,-0.614875008,0.085785532,0.084731522,0.00105401,-0.00105401
MCF2,NA,NA,NA,NA,NA,NA,0,0,0,0
MCF2L,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MCF2L2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MCFD2,1.510796583,-1.510796583,0.130961446,0.130961446,0.560928916,-0.560928916,0.056742177,0.048538429,0.008203748,-0.008203748
MCL1,6.237840881,-6.237840881,5.14E-10,5.14E-10,3.052447232,-3.052447232,0.442314304,0.351877639,0.090436666,-0.090436666
MCM10,NA,NA,NA,NA,NA,NA,0,0,0,0
MCM2,0.113164641,-0.113164641,0.909909007,0.909909007,0.670097455,-0.670097455,0.009376481,0.009114361,0.00026212,-0.00026212
MCM3,-1.697442543,1.697442543,0.089746823,0.089746823,-0.671157863,0.671157863,0.038866178,0.047549555,-0.008683377,0.008683377
MCM3AP,1.115058077,-1.115058077,0.26492741,0.26492741,0.314113824,-0.314113824,0.058831879,0.052674156,0.006157724,-0.006157724
MCM3AP-AS1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MCM4,-0.455570803,0.455570803,0.648739143,0.648739143,-0.19095932,0.19095932,0.014138479,0.015494414,-0.001355935,0.001355935
MCM5,0.516361649,-0.516361649,0.605646554,0.605646554,0.13399508,-0.13399508,0.055992245,0.05309561,0.002896636,-0.002896636
MCM6,1.179051417,-1.179051417,0.238482389,0.238482389,0.355596393,-0.355596393,0.02079709,0.016939006,0.003858084,-0.003858084
MCM7,1.666000043,-1.666000043,0.095832713,0.095832713,0.652834086,-0.652834086,0.043928507,0.035727724,0.008200783,-0.008200783
MCM8,NA,NA,NA,NA,NA,NA,0,0,0,0
MCM9,-0.30914177,0.30914177,0.757240369,0.757240369,-0.348726565,0.348726565,0.015709669,0.016672428,-0.000962759,0.000962759
MCMBP,1.814702219,-1.814702219,0.06968046,0.06968046,0.739087545,-0.739087545,0.048062117,0.039269192,0.008792925,-0.008792925
MCMDC2,NA,NA,NA,NA,NA,NA,0,0,0,0
MCOLN1,3.100529861,-3.100529861,0.001950239,0.001950239,1.44305019,-1.44305019,0.051926668,0.036990601,0.014936067,-0.014936067
MCOLN2,3.092496644,-3.092496644,0.002001821,0.002001821,1.438937301,-1.438937301,0.023672607,0.01412726,0.009545347,-0.009545347
MCOLN3,NA,NA,NA,NA,NA,NA,0,0,0,0
MCPH1,1.670800037,-1.670800037,0.094878859,0.094878859,0.655648091,-0.655648091,0.051568217,0.042992374,0.008575842,-0.008575842
MCPH1-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
MCRIP1,2.903021759,-2.903021759,0.003726909,0.003726909,1.337929086,-1.337929086,0.138741322,0.114601103,0.024140219,-0.024140219
MCRIP2,2.093093725,-2.093093725,0.036435587,0.036435587,0.896818352,-0.896818352,0.06940347,0.05689623,0.01250724,-0.01250724
MCRS1,2.913053113,-2.913053113,0.003607672,0.003607672,1.34336919,-1.34336919,0.070806883,0.053895343,0.016911539,-0.016911539
MCTP1,1.318076649,-1.318076649,0.187592331,0.187592331,0.443401787,-0.443401787,0.053218229,0.046182401,0.007035829,-0.007035829
