id,degree_.NonSevere,degree_.Severe,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
CASP3.TF,2,45,-44.85723924,44.85723924,6.24E-302,6.24E-302,-18.56092006,18.56092006,-0.279993646,-0.171902974,-0.108090672,0.108090672
CASP4.TF,8,11,30.28417121,-30.28417121,3.02E-178,3.02E-178,14.22120749,-14.22120749,1.468055988,0.912208129,0.555847859,-0.555847859
CASP5.TF,26,48,-40.31512534,40.31512534,1.85E-263,1.85E-263,-17.32770827,17.32770827,-0.254071912,-0.152252258,-0.101819654,0.101819654
CASP6.TF,16,46,-37.42480258,37.42480258,4.97E-237,4.97E-237,-16.42708162,16.42708162,-0.266683028,-0.179962345,-0.086720684,0.086720684
CASP7.TF,NA,41,NA,NA,NA,NA,NA,NA,NA,-0.177799671,NA,NA
CASP8.TF,3,13,63.9651903,-63.9651903,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.126922801,0.041531613,1.085391188,-1.085391188
CASP8AP2.TF,4,55,11.7757846,-11.7757846,1.10E-31,1.10E-31,5.826674972,-5.826674972,-0.099375082,-0.165927297,0.066552215,-0.066552215
CASP9.TF,9,56,-13.60015926,13.60015926,2.02E-41,2.02E-41,-6.714872831,6.714872831,-0.229360299,-0.192486256,-0.036874043,0.036874043
CASS4.TF,33,56,-26.10755899,26.10755899,8.22E-134,8.22E-134,-12.29464554,12.29464554,-0.246302162,-0.193816904,-0.052485259,0.052485259
CAST.TF,59,67,-41.4572284,41.4572284,1.38E-291,1.38E-291,-18.23756168,18.23756168,0.970850709,1.343409063,-0.372558353,0.372558353
CASTOR1.TF,27,62,-35.10232241,35.10232241,3.67E-219,3.67E-219,-15.7891518,15.7891518,-0.258942789,-0.190492428,-0.068450361,0.068450361
CASTOR2.TF,37,59,-38.34280725,38.34280725,4.41E-247,4.41E-247,-16.77531237,16.77531237,-0.255024108,-0.177394525,-0.077629583,0.077629583
CASTOR3.TF,22,59,-30.52084248,30.52084248,1.04E-175,1.04E-175,-14.11830578,14.11830578,-0.248806394,-0.181638731,-0.067167663,0.067167663
CASZ1.TF,36,68,-33.88098442,33.88098442,2.46E-206,2.46E-206,-15.3148988,15.3148988,-0.251713684,-0.185726558,-0.065987126,0.065987126
CAT.TF,4,7,36.45008563,-36.45008563,3.09E-253,3.09E-253,16.98502002,-16.98502002,1.206906843,0.479074926,0.727831917,-0.727831917
CATIP.TF,43,54,-34.23346329,34.23346329,2.97E-204,2.97E-204,-15.23652316,15.23652316,-0.249747142,-0.175193431,-0.074553711,0.074553711
CATSPER1.TF,14,59,-24.47583269,24.47583269,9.18E-123,9.18E-123,-11.7669446,11.7669446,-0.242828323,-0.185227683,-0.057600639,0.057600639
CATSPER2.TF,45,63,-36.35290286,36.35290286,8.51E-227,8.51E-227,-16.06479684,16.06479684,-0.249459909,-0.173956396,-0.075503513,0.075503513
CATSPERE.TF,40,63,-31.93705046,31.93705046,2.45E-187,2.45E-187,-14.58414563,14.58414563,-0.245548317,-0.178068301,-0.067480016,0.067480016
CATSPERG.TF,51,39,-30.45390412,30.45390412,4.46E-166,4.46E-166,-13.72044896,13.72044896,-0.25241355,-0.177482267,-0.074931283,0.074931283
CAV1.TF,50,51,-30.93663953,30.93663953,5.32E-173,5.32E-173,-14.00755155,14.00755155,-0.246365213,-0.176887103,-0.06947811,0.06947811
CAVIN2.TF,59,60,-2.637576061,2.637576061,0.008372091,0.008372091,-1.196138701,1.196138701,-0.200123939,-0.192773041,-0.007350897,0.007350897
CAVIN3.TF,17,43,-31.06404643,31.06404643,5.11E-181,5.11E-181,-14.33283469,14.33283469,-0.235258204,-0.145441411,-0.089816793,0.089816793
CBFA2T2.TF,16,45,-39.16173834,39.16173834,6.82E-252,6.82E-252,-16.93942839,16.93942839,-0.267723115,-0.172866179,-0.094856936,0.094856936
CBFA2T3.TF,30,62,-31.40771196,31.40771196,2.83E-183,2.83E-183,-14.42311208,14.42311208,-0.247840037,-0.181118725,-0.066721312,0.066721312
CBFB.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.189785951,NA,NA
CBL.TF,NA,22,NA,NA,NA,NA,NA,NA,NA,-0.006320614,NA,NA
CBLB.TF,6,46,116.6769892,-116.6769892,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.470161112,0.135182318,1.334978794,-1.334978794
CBLL1.TF,2,41,45.83399101,-45.83399101,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.673420582,-0.089121959,0.762542541,-0.762542541
CBLN3.TF,33,62,-37.35678243,37.35678243,7.88E-240,7.88E-240,-16.52480061,16.52480061,-0.24926377,-0.167238327,-0.082025443,0.082025443
CBR1.TF,2,10,3.806322683,-3.806322683,0.000142367,0.000142367,1.814403877,-1.814403877,0.94920851,0.878154128,0.071054382,-0.071054382
CBR3.TF,33,55,-39.1373468,39.1373468,1.50E-252,1.50E-252,-16.96176272,16.96176272,-0.252896161,-0.161072028,-0.091824133,0.091824133
CBR4.TF,31,59,-38.27416847,38.27416847,1.49E-247,1.49E-247,-16.79143185,16.79143185,-0.2530782,-0.169494601,-0.083583599,0.083583599
CBWD1.TF,9,54,-37.50821964,37.50821964,2.08E-248,2.08E-248,-16.82070343,16.82070343,-0.26940827,-0.188489502,-0.080918767,0.080918767
CBWD2.TF,NA,42,NA,NA,NA,NA,NA,NA,NA,-0.150660368,NA,NA
CBWD3.TF,33,44,-27.35608135,27.35608135,3.78E-142,3.78E-142,-12.6783949,12.6783949,-0.244192468,-0.177484976,-0.066707492,0.066707492
CBWD5.TF,30,69,-37.18178494,37.18178494,6.04E-241,6.04E-241,-16.56357197,16.56357197,-0.246499462,-0.167968266,-0.078531197,0.078531197
CBWD6.TF,37,45,-29.55391142,29.55391142,4.05E-160,4.05E-160,-13.46850482,13.46850482,-0.248983865,-0.177519668,-0.071464197,0.071464197
CBX1.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.182653774,NA,NA
CBX2.TF,28,49,-28.92609027,28.92609027,1.54E-157,1.54E-157,-13.35797164,13.35797164,-0.24457418,-0.176229353,-0.068344827,0.068344827
CBX3.TF,6,12,7.116327106,-7.116327106,1.38E-12,1.38E-12,3.49491209,-3.49491209,1.109639654,0.982571378,0.127068276,-0.127068276
CBX4.TF,2,54,-53.62407312,53.62407312,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280756726,-0.161374144,-0.119382582,0.119382582
CBX5.TF,NA,48,NA,NA,NA,NA,NA,NA,NA,-0.185490388,NA,NA
CBX6.TF,NA,45,NA,NA,NA,NA,NA,NA,NA,-0.149941044,NA,NA
CBX7.TF,27,56,-32.13847551,32.13847551,1.55E-188,1.55E-188,-14.63128695,14.63128695,-0.250184116,-0.178626535,-0.071557581,0.071557581
CBX8.TF,38,56,-30.29138703,30.29138703,1.46E-169,1.46E-169,-13.86564659,13.86564659,-0.24440172,-0.179135851,-0.065265869,0.065265869
CBY1.TF,33,49,-29.24354067,29.24354067,2.90E-160,2.90E-160,-13.47469124,13.47469124,-0.239879319,-0.170314995,-0.069564325,0.069564325
CC2D1A.TF,2,65,-65.42323227,65.42323227,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280441252,-0.141465093,-0.138976158,0.138976158
CC2D1B.TF,22,49,-33.68640731,33.68640731,3.63E-202,3.63E-202,-15.15752584,15.15752584,-0.263890984,-0.193739366,-0.070151618,0.070151618
CC2D2A.TF,40,53,-24.51199619,24.51199619,5.97E-118,5.97E-118,-11.52950814,11.52950814,-0.227858534,-0.16895865,-0.058899884,0.058899884
CC2D2B.TF,27,50,-25.45676479,25.45676479,5.19E-128,5.19E-128,-12.0204831,12.0204831,-0.236717023,-0.17867838,-0.058038643,0.058038643
CCAR1.TF,NA,10,NA,NA,NA,NA,NA,NA,NA,-0.045794892,NA,NA
CCAR2.TF,4,53,-28.39701685,28.39701685,3.96E-164,3.96E-164,-13.63855745,13.63855745,-0.257863857,-0.174691923,-0.083171935,0.083171935
CCDC102A.TF,35,63,-33.09682634,33.09682634,6.41E-198,6.41E-198,-14.9955562,14.9955562,-0.242235007,-0.171147838,-0.071087169,0.071087169
CCDC102B.TF,24,60,-28.78328599,28.78328599,8.80E-160,8.80E-160,-13.45411235,13.45411235,-0.245611469,-0.183868221,-0.061743248,0.061743248
CCDC103.TF,34,NA,NA,NA,NA,NA,NA,NA,-0.237212946,NA,NA,NA
CCDC106.TF,37,59,-29.75019992,29.75019992,1.44E-165,1.44E-165,-13.69911121,13.69911121,-0.249733301,-0.190266916,-0.059466385,0.059466385
CCDC107.TF,5,10,39.93286,-39.93286,3.40E-294,3.40E-294,18.31961553,-18.31961553,1.217808076,0.466932337,0.750875739,-0.750875739
CCDC112.TF,NA,48,NA,NA,NA,NA,NA,NA,NA,-0.177891218,NA,NA
CCDC113.TF,41,49,-22.7360823,22.7360823,3.67E-103,3.67E-103,-10.76742504,10.76742504,-0.2443393,-0.19491146,-0.04942784,0.04942784
CCDC114.TF,36,NA,NA,NA,NA,NA,NA,NA,-0.252647409,NA,NA,NA
CCDC115.TF,3,28,52.56919481,-52.56919481,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.919582765,0.120121773,0.799460992,-0.799460992
CCDC117.TF,15,63,-25.81270757,25.81270757,1.11E-135,1.11E-135,-12.38180333,12.38180333,-0.230132307,-0.167467505,-0.062664802,0.062664802
CCDC12.TF,7,14,21.27925034,-21.27925034,1.04E-94,1.04E-94,10.30678734,-10.30678734,1.224311525,0.87069716,0.353614364,-0.353614364
CCDC120.TF,35,69,-34.05610434,34.05610434,1.18E-210,1.18E-210,-15.47616344,15.47616344,-0.246674718,-0.179823282,-0.066851436,0.066851436
CCDC121.TF,42,46,-32.59138039,32.59138039,2.10E-187,2.10E-187,-14.58675036,14.58675036,-0.251812718,-0.176417338,-0.07539538,0.07539538
CCDC122.TF,20,58,-28.27867462,28.27867462,1.90E-156,1.90E-156,-13.31087095,13.31087095,-0.242445704,-0.179437214,-0.06300849,0.06300849
CCDC124.TF,9,8,-14.6887811,14.6887811,1.13E-46,1.13E-46,-7.148951455,7.148951455,0.833077895,1.118245842,-0.285167947,0.285167947
CCDC125.TF,31,65,-33.65631724,33.65631724,1.22E-205,1.22E-205,-15.28875923,15.28875923,-0.236326767,-0.160288191,-0.076038576,0.076038576
CCDC126.TF,26,52,-29.75777757,29.75777757,2.29E-166,2.29E-166,-13.73257122,13.73257122,-0.236298703,-0.163326073,-0.072972631,0.072972631
CCDC127.TF,27,63,-24.55416917,24.55416917,3.64E-121,3.64E-121,-11.68862263,11.68862263,-0.245254444,-0.195882464,-0.04937198,0.04937198
CCDC13.TF,23,57,-27.93711888,27.93711888,1.10E-150,1.10E-150,-13.05966549,13.05966549,-0.25752924,-0.202169404,-0.055359836,0.055359836
CCDC130.TF,NA,55,NA,NA,NA,NA,NA,NA,NA,-0.151829219,NA,NA
CCDC134.TF,33,47,-27.67576705,27.67576705,2.95E-145,2.95E-145,-12.8185417,12.8185417,-0.232124271,-0.162198565,-0.069925706,0.069925706
CCDC136.TF,22,59,-32.26252982,32.26252982,3.64E-192,3.64E-192,-14.7732669,14.7732669,-0.253807224,-0.186492959,-0.067314265,0.067314265
CCDC137.TF,NA,45,NA,NA,NA,NA,NA,NA,NA,-0.164188662,NA,NA
CCDC138.TF,41,60,-25.56383137,25.56383137,1.16E-128,1.16E-128,-12.0514589,12.0514589,-0.239944231,-0.190107271,-0.04983696,0.04983696
CCDC14.TF,25,48,-36.08898446,36.08898446,4.34E-224,4.34E-224,-15.96759344,15.96759344,-0.256737565,-0.168938068,-0.087799498,0.087799498
CCDC141.TF,46,53,-26.53359836,26.53359836,1.51E-135,1.51E-135,-12.37549923,12.37549923,-0.244163403,-0.189939399,-0.054224005,0.054224005
CCDC142.TF,33,49,-18.70048107,18.70048107,3.61E-73,3.61E-73,-9.027434182,9.027434182,-0.235017521,-0.193452404,-0.041565117,0.041565117
CCDC144A.TF,33,52,-26.62680049,26.62680049,1.65E-137,1.65E-137,-12.46626714,12.46626714,-0.234482556,-0.171325661,-0.063156895,0.063156895
CCDC144NL-AS1.TF,38,NA,NA,NA,NA,NA,NA,NA,-0.234436048,NA,NA,NA
CCDC146.TF,35,62,-36.11634984,36.11634984,6.51E-227,6.51E-227,-16.06896103,16.06896103,-0.254997916,-0.18293732,-0.072060596,0.072060596
CCDC149.TF,22,46,-33.25024345,33.25024345,6.78E-199,6.78E-199,-15.03291199,15.03291199,-0.242371224,-0.152941995,-0.089429229,0.089429229
CCDC15.TF,30,61,-23.61531625,23.61531625,1.11E-112,1.11E-112,-11.26384417,11.26384417,-0.23817516,-0.190156788,-0.048018373,0.048018373
CCDC150.TF,27,51,-35.82092156,35.82092156,2.07E-220,2.07E-220,-15.83458401,15.83458401,-0.253414748,-0.16728519,-0.086129558,0.086129558
CCDC151.TF,30,62,-36.59489924,36.59489924,2.12E-233,2.12E-233,-16.2995077,16.2995077,-0.247462416,-0.167486743,-0.079975673,0.079975673
CCDC152.TF,31,56,-30.87877748,30.87877748,2.94E-176,2.94E-176,-14.14059766,14.14059766,-0.247515584,-0.178697219,-0.068818365,0.068818365
CCDC153.TF,30,67,-27.54271697,27.54271697,4.28E-147,4.28E-147,-12.9006914,12.9006914,-0.246669243,-0.192465737,-0.054203506,0.054203506
CCDC154.TF,39,68,-32.63848037,32.63848037,1.18E-195,1.18E-195,-14.90848442,14.90848442,-0.242396699,-0.177266201,-0.065130498,0.065130498
CCDC157.TF,29,65,-41.23087847,41.23087847,4.99E-277,4.99E-277,-17.77242916,17.77242916,-0.255407993,-0.166584289,-0.088823704,0.088823704
CCDC159.TF,NA,44,NA,NA,NA,NA,NA,NA,NA,-0.169409353,NA,NA
CCDC163.TF,29,58,-34.51547337,34.51547337,2.59E-212,2.59E-212,-15.53771335,15.53771335,-0.242309277,-0.163619252,-0.078690025,0.078690025
CCDC167.TF,5,12,48.15461382,-48.15461382,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.216094046,0.509296576,0.70679747,-0.70679747
CCDC17.TF,30,57,-28.16958548,28.16958548,4.78E-151,4.78E-151,-13.07556548,13.07556548,-0.237587247,-0.171674504,-0.065912743,0.065912743
CCDC170.TF,33,62,-25.51722809,25.51722809,2.25E-128,2.25E-128,-12.03777561,12.03777561,-0.234932171,-0.179305476,-0.055626695,0.055626695
CCDC171.TF,29,58,-20.26879647,20.26879647,1.50E-85,1.50E-85,-9.783072476,9.783072476,-0.225215538,-0.179857757,-0.045357781,0.045357781
CCDC174.TF,NA,62,NA,NA,NA,NA,NA,NA,NA,-0.155893065,NA,NA
CCDC18.TF,16,42,-36.55116635,36.55116635,1.62E-228,1.62E-228,-16.12630866,16.12630866,-0.25468195,-0.149913637,-0.104768313,0.104768313
CCDC180.TF,36,60,-29.3985007,29.3985007,4.86E-163,4.86E-163,-13.59258392,13.59258392,-0.237527043,-0.171537479,-0.065989564,0.065989564
CCDC183.TF,33,85,-36.42129462,36.42129462,1.00E-235,1.00E-235,-16.38134961,16.38134961,-0.250261837,-0.183653673,-0.066608165,0.066608165
CCDC184.TF,29,71,-47.52274341,47.52274341,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.259726446,-0.160084653,-0.099641793,0.099641793
CCDC186.TF,NA,57,NA,NA,NA,NA,NA,NA,NA,-0.18539929,NA,NA
CCDC189.TF,28,54,-26.85887091,26.85887091,4.56E-140,4.56E-140,-12.58370646,12.58370646,-0.240507927,-0.17927819,-0.061229737,0.061229737
CCDC191.TF,31,65,-33.5559447,33.5559447,6.37E-204,6.37E-204,-15.22398695,15.22398695,-0.245557683,-0.175429078,-0.070128605,0.070128605
CCDC22.TF,NA,55,NA,NA,NA,NA,NA,NA,NA,-0.144123537,NA,NA
CCDC24.TF,33,40,-32.10517886,32.10517886,4.99E-184,4.99E-184,-14.45311395,14.45311395,-0.247807012,-0.166465298,-0.081341714,0.081341714
CCDC25.TF,3,30,58.37741701,-58.37741701,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.829386003,-0.020409595,0.849795599,-0.849795599
CCDC28A.TF,NA,55,NA,NA,NA,NA,NA,NA,NA,-0.169000304,NA,NA
CCDC28B.TF,7,49,-12.97370355,12.97370355,6.37E-38,6.37E-38,-6.409799152,6.409799152,-0.216325015,-0.172518304,-0.043806712,0.043806712
CCDC30.TF,24,83,-42.10643698,42.10643698,2.63E-297,2.63E-297,-18.41701882,18.41701882,-0.252216525,-0.166612802,-0.085603724,0.085603724
CCDC32.TF,NA,44,NA,NA,NA,NA,NA,NA,NA,-0.130839881,NA,NA
CCDC34.TF,32,58,-14.81680004,14.81680004,4.43E-48,4.43E-48,-7.260742377,7.260742377,-0.212534452,-0.179576015,-0.032958437,0.032958437
CCDC38.TF,28,62,-35.9652577,35.9652577,1.81E-227,1.81E-227,-16.0888754,16.0888754,-0.255223599,-0.181847186,-0.073376412,0.073376412
CCDC39.TF,28,58,-39.56426194,39.56426194,6.24E-262,6.24E-262,-17.27692833,17.27692833,-0.251566217,-0.163731685,-0.087834531,0.087834531
CCDC42.TF,35,55,-27.93322719,27.93322719,4.91E-149,4.91E-149,-12.98685505,12.98685505,-0.242361864,-0.180185463,-0.062176402,0.062176402
CCDC43.TF,NA,25,NA,NA,NA,NA,NA,NA,NA,-0.148727122,NA,NA
CCDC47.TF,NA,46,NA,NA,NA,NA,NA,NA,NA,-0.118799977,NA,NA
CCDC50.TF,NA,46,NA,NA,NA,NA,NA,NA,NA,-0.139679969,NA,NA
CCDC51.TF,32,56,-26.77212001,26.77212001,2.21E-138,2.21E-138,-12.50651537,12.50651537,-0.235690841,-0.173502768,-0.062188073,0.062188073
CCDC57.TF,2,44,61.94934808,-61.94934808,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.901383887,-0.185221967,1.086605854,-1.086605854
CCDC58.TF,11,34,-22.07864292,22.07864292,8.74E-100,8.74E-100,-10.58577566,10.58577566,-0.250778605,-0.190158094,-0.060620512,0.060620512
CCDC59.TF,8,7,25.12225377,-25.12225377,4.45E-125,4.45E-125,11.87944864,-11.87944864,1.439356677,0.907012084,0.532344593,-0.532344593
CCDC6.TF,NA,52,NA,NA,NA,NA,NA,NA,NA,-0.149202712,NA,NA
CCDC61.TF,39,67,-35.05655201,35.05655201,4.17E-216,4.17E-216,-15.67743702,15.67743702,-0.251353642,-0.179831127,-0.071522515,0.071522515
CCDC65.TF,26,49,-26.70921763,26.70921763,4.26E-139,4.26E-139,-12.53927795,12.53927795,-0.242477792,-0.181323358,-0.061154434,0.061154434
CCDC66.TF,16,53,-23.73116225,23.73116225,2.09E-114,2.09E-114,-11.3515713,11.3515713,-0.235132695,-0.173469637,-0.061663058,0.061663058
CCDC68.TF,30,47,-31.14418915,31.14418915,8.30E-177,8.30E-177,-14.16293934,14.16293934,-0.243884512,-0.167039588,-0.076844924,0.076844924
CCDC69.TF,7,13,18.73593691,-18.73593691,4.43E-75,4.43E-75,9.148134168,-9.148134168,1.240053475,0.950522791,0.289530684,-0.289530684
CCDC7.TF,28,33,-26.70707304,26.70707304,3.59E-135,3.59E-135,-12.35807613,12.35807613,-0.245454362,-0.171291849,-0.074162513,0.074162513
CCDC71.TF,16,57,-27.06539018,27.06539018,1.53E-145,1.53E-145,-12.83124332,12.83124332,-0.237937095,-0.170154486,-0.067782609,0.067782609
CCDC71L.TF,20,64,-35.70126328,35.70126328,2.70E-230,2.70E-230,-16.18956482,16.18956482,-0.252582292,-0.174930873,-0.077651418,0.077651418
CCDC77.TF,33,56,-33.70110167,33.70110167,6.85E-202,6.85E-202,-15.14706834,15.14706834,-0.258301053,-0.190696074,-0.06760498,0.06760498
CCDC78.TF,35,58,-28.45817117,28.45817117,3.61E-154,3.61E-154,-13.21211015,13.21211015,-0.246248472,-0.189043073,-0.057205399,0.057205399
CCDC80.TF,38,65,-37.86688358,37.86688358,3.25E-242,3.25E-242,-16.60759047,16.60759047,-0.249684833,-0.169009456,-0.080675377,0.080675377
CCDC82.TF,2,51,45.2543881,-45.2543881,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.361539088,-0.207586262,0.569125351,-0.569125351
CCDC84.TF,14,59,-33.70554263,33.70554263,3.36E-210,3.36E-210,-15.45929716,15.45929716,-0.258207199,-0.183909176,-0.074298023,0.074298023
CCDC85B.TF,26,59,-66.30555208,66.30555208,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.70437787,1.407293978,-0.702916107,0.702916107
CCDC85C.TF,30,60,-44.32329851,44.32329851,1.03E-301,1.03E-301,-18.55421876,18.55421876,-0.26392386,-0.166760598,-0.097163262,0.097163262
CCDC86.TF,20,45,-30.70831786,30.70831786,9.33E-175,9.33E-175,-14.07944565,14.07944565,-0.249962028,-0.173110332,-0.076851696,0.076851696
CCDC88A.TF,4,16,12.2952537,-12.2952537,2.43E-34,2.43E-34,6.081746927,-6.081746927,0.697896174,0.491432572,0.206463602,-0.206463602
CCDC88B.TF,NA,53,NA,NA,NA,NA,NA,NA,NA,-0.177657949,NA,NA
CCDC88C.TF,4,45,89.33422155,-89.33422155,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.136103078,-0.08059453,1.216697608,-1.216697608
CCDC9.TF,27,47,-33.39084747,33.39084747,3.47E-198,3.47E-198,-15.00574932,15.00574932,-0.245414127,-0.161277643,-0.084136483,0.084136483
CCDC90B.TF,2,18,41.22802503,-41.22802503,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.847429343,0.09938276,0.748046584,-0.748046584
CCDC91.TF,3,56,79.07806819,-79.07806819,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.058963603,-0.159778712,1.218742314,-1.218742314
CCDC92.TF,25,64,-39.76188329,39.76188329,9.76E-265,9.76E-265,-17.37007904,17.37007904,-0.268009304,-0.196812514,-0.071196791,0.071196791
CCDC93.TF,5,49,-24.11220048,24.11220048,7.90E-122,7.90E-122,-11.72121181,11.72121181,-0.2339901,-0.150624805,-0.083365295,0.083365295
CCDC96.TF,30,53,-33.04578644,33.04578644,2.27E-197,2.27E-197,-14.97444504,14.97444504,-0.249536335,-0.177655585,-0.07188075,0.07188075
CCDC97.TF,5,55,-7.286335681,7.286335681,3.56E-13,3.56E-13,-3.588591614,3.588591614,-0.233496858,-0.211386359,-0.0221105,0.0221105
CCDC9B.TF,32,52,-32.16293458,32.16293458,1.03E-187,1.03E-187,-14.59892433,14.59892433,-0.23771976,-0.159212986,-0.078506774,0.078506774
CCER2.TF,24,57,-31.98604284,31.98604284,2.25E-188,2.25E-188,-14.62498491,14.62498491,-0.257993473,-0.194767714,-0.063225759,0.063225759
CCHCR1.TF,35,38,-27.5514118,27.5514118,1.57E-142,1.57E-142,-12.69566738,12.69566738,-0.243329275,-0.172335654,-0.070993621,0.070993621
CCL2.TF,32,56,-32.6187096,32.6187096,1.59E-192,1.59E-192,-14.78729901,14.78729901,-0.242574737,-0.166714265,-0.075860472,0.075860472
CCL20.TF,32,56,-29.43885023,29.43885023,6.59E-163,6.59E-163,-13.58701156,13.58701156,-0.252207481,-0.193230253,-0.058977228,0.058977228
CCL23.TF,45,43,-24.77216341,24.77216341,2.79E-119,2.79E-119,-11.5956033,11.5956033,-0.242224592,-0.184848594,-0.057375998,0.057375998
CCL24.TF,43,60,-33.61775946,33.61775946,5.95E-201,5.95E-201,-15.11138535,15.11138535,-0.243790472,-0.170077368,-0.073713104,0.073713104
CCL26.TF,36,65,-38.83256191,38.83256191,2.19E-255,2.19E-255,-17.05766282,17.05766282,-0.247898482,-0.165784184,-0.082114298,0.082114298
CCL28.TF,33,57,-49.23557852,49.23557852,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.25702562,-0.129950936,-0.127074684,0.127074684
CCL3.TF,22,45,7.361113239,-7.361113239,2.07E-13,2.07E-13,3.625554438,-3.625554438,-0.137640771,-0.165705468,0.028064696,-0.028064696
CCL3L1.TF,24,57,-25.2644118,25.2644118,3.40E-127,3.40E-127,-11.98138953,11.98138953,-0.231621144,-0.171175915,-0.060445229,0.060445229
CCL4.TF,18,43,6.308388481,-6.308388481,3.13E-10,3.13E-10,3.091942998,-3.091942998,0.423343815,0.323987264,0.099356551,-0.099356551
CCL4L2.TF,35,55,31.64060168,-31.64060168,8.47E-205,8.47E-205,15.25705627,-15.25705627,-0.091759508,-0.201275956,0.109516448,-0.109516448
CCL5.TF,22,45,-35.68172924,35.68172924,1.80E-224,1.80E-224,-15.98134384,15.98134384,0.745987938,1.425562029,-0.679574091,0.679574091
CCL7.TF,39,53,-33.01267808,33.01267808,3.00E-195,3.00E-195,-14.89282398,14.89282398,-0.243765991,-0.171135516,-0.072630475,0.072630475
CCL8.TF,23,NA,NA,NA,NA,NA,NA,NA,-0.23788889,NA,NA,NA
CCM2.TF,4,27,87.5686798,-87.5686798,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.988311946,-0.161753777,1.150065724,-1.150065724
CCNA1.TF,42,50,-30.62276886,30.62276886,7.69E-171,7.69E-171,-13.91860087,13.91860087,-0.2420985,-0.170706207,-0.071392293,0.071392293
CCNA2.TF,30,50,-27.88237538,27.88237538,3.16E-148,3.16E-148,-12.95099065,12.95099065,-0.241189562,-0.17705353,-0.064136032,0.064136032
CCNB1.TF,26,48,-39.99891106,39.99891106,1.40E-258,1.40E-258,-17.16504055,17.16504055,-0.259887245,-0.162556608,-0.097330637,0.097330637
CCNB1IP1.TF,2,56,141.2788743,-141.2788743,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.110700238,-0.133531841,2.24423208,-2.24423208
CCNB2.TF,25,51,-21.39629418,21.39629418,2.87E-94,2.87E-94,-10.28210045,10.28210045,-0.228624955,-0.176628929,-0.051996026,0.051996026
CCNB3.TF,36,56,-23.70041012,23.70041012,6.29E-112,6.29E-112,-11.22536909,11.22536909,-0.242939708,-0.19454211,-0.048397598,0.048397598
CCNC.TF,NA,41,NA,NA,NA,NA,NA,NA,NA,-0.137278568,NA,NA
CCND1.TF,37,52,-17.99242821,17.99242821,2.56E-68,2.56E-68,-8.71369143,8.71369143,-0.247372563,-0.213878223,-0.03349434,0.03349434
CCND2.TF,5,37,73.19811161,-73.19811161,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.810459713,-0.076178772,0.886638485,-0.886638485
CCND3.TF,18,45,6.442809558,-6.442809558,1.32E-10,1.32E-10,3.159240355,-3.159240355,1.858729856,1.778249345,0.080480511,-0.080480511
CCNDBP1.TF,6,11,19.53351805,-19.53351805,6.18E-81,6.18E-81,9.508444168,-9.508444168,1.142335634,0.790793468,0.351542166,-0.351542166
CCNE1.TF,28,65,-24.03499032,24.03499032,1.32E-116,1.32E-116,-11.46232481,11.46232481,-0.240566396,-0.191767713,-0.048798683,0.048798683
CCNE2.TF,34,67,-28.15372481,28.15372481,2.05E-153,2.05E-153,-13.17923896,13.17923896,-0.240701426,-0.184796274,-0.055905152,0.055905152
CCNF.TF,31,54,-39.63214826,39.63214826,1.44E-258,1.44E-258,-17.16454471,17.16454471,-0.2540046,-0.164854424,-0.089150177,0.089150177
CCNG1.TF,4,37,77.90313973,-77.90313973,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.015321981,-0.059546412,1.074868394,-1.074868394
CCNG2.TF,15,55,-40.95138587,40.95138587,1.34E-278,1.34E-278,-17.82320151,17.82320151,-0.260212198,-0.163835143,-0.096377055,0.096377055
CCNH.TF,4,13,82.79354489,-82.79354489,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.194423656,-0.049455661,1.243879317,-1.243879317
