id,degree_.NonSevere,degree_.Severe,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
RNPC3.TF,4,17,78.08481448,-78.08481448,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.067077502,-0.040590571,1.107668073,-1.107668073
RNPEP.TF,4,13,50.20913359,-50.20913359,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.869296651,0.108970017,0.760326634,-0.760326634
RNPEPL1.TF,5,17,16.1680328,-16.1680328,1.05E-57,1.05E-57,7.984381074,-7.984381074,1.114094324,0.882704498,0.231389825,-0.231389825
RNPS1.TF,18,24,7.245297667,-7.245297667,5.62E-13,5.62E-13,3.557215879,-3.557215879,0.948560518,0.86066136,0.087899158,-0.087899158
ROBO3.TF,36,56,-28.46240697,28.46240697,3.30E-153,3.30E-153,-13.17025026,13.17025026,-0.237368782,-0.17293951,-0.064429272,0.064429272
ROCK1.TF,7,14,33.16917719,-33.16917719,2.69E-211,2.69E-211,15.50004738,-15.50004738,1.404981026,0.849711574,0.555269453,-0.555269453
ROCK2.TF,25,59,-20.74678908,20.74678908,1.28E-89,1.28E-89,-10.01906642,10.01906642,-0.228917834,-0.18209126,-0.046826575,0.046826575
ROGDI.TF,NA,53,NA,NA,NA,NA,NA,NA,NA,-0.148240576,NA,NA
ROM1.TF,38,54,-21.46188801,21.46188801,8.65E-94,8.65E-94,-10.25530777,10.25530777,-0.251733549,-0.210077973,-0.041655576,0.041655576
ROMO1.TF,29,39,-35.64787541,35.64787541,4.38E-233,4.38E-233,-16.28838358,16.28838358,1.391349824,1.860483426,-0.469133602,0.469133602
ROPN1L.TF,36,42,-29.94730979,29.94730979,8.97E-163,8.97E-163,-13.5813343,13.5813343,-0.245552327,-0.164784931,-0.080767396,0.080767396
ROR1.TF,32,NA,NA,NA,NA,NA,NA,NA,-0.235938072,NA,NA,NA
ROR2.TF,34,50,-37.73129276,37.73129276,4.36E-237,4.36E-237,-16.42904513,16.42904513,-0.241161009,-0.139545461,-0.101615548,0.101615548
RORA-AS1.TF,36,49,-31.3695163,31.3695163,5.31E-179,5.31E-179,-14.25173168,14.25173168,-0.238728108,-0.162497744,-0.076230364,0.076230364
RORA.TF,7,51,83.1463725,-83.1463725,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.882850499,0.059508955,0.823341544,-0.823341544
RORB.TF,19,59,-34.52395682,34.52395682,3.68E-215,3.68E-215,-15.64273692,15.64273692,-0.254877841,-0.177227215,-0.077650626,0.077650626
RORC.TF,33,NA,NA,NA,NA,NA,NA,NA,-0.241583076,NA,NA,NA
RP2.TF,NA,40,NA,NA,NA,NA,NA,NA,NA,-0.1987435,NA,NA
RP9.TF,2,29,61.82772057,-61.82772057,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.083633925,-0.066174856,1.149808781,-1.149808781
RPA1.TF,NA,32,NA,NA,NA,NA,NA,NA,NA,-0.18167139,NA,NA
RPA2.TF,4,27,42.25453887,-42.25453887,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.183847936,0.516669982,0.667177954,-0.667177954
RPA3.TF,3,20,56.7779786,-56.7779786,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.183157275,0.208674098,0.974483176,-0.974483176
RPA4.TF,41,59,-35.5111273,35.5111273,1.26E-218,1.26E-218,-15.76957375,15.76957375,-0.261716291,-0.1950943,-0.066621991,0.066621991
RPAIN.TF,NA,23,NA,NA,NA,NA,NA,NA,NA,-0.097272427,NA,NA
RPAP1.TF,36,46,-26.98585205,26.98585205,2.08E-139,2.08E-139,-12.55352583,12.55352583,-0.231358731,-0.163307359,-0.068051372,0.068051372
RPAP2.TF,2,53,-49.34829963,49.34829963,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.279993352,-0.163952857,-0.116040494,0.116040494
RPAP3.TF,NA,46,NA,NA,NA,NA,NA,NA,NA,-0.119412186,NA,NA
RPE.TF,16,59,-43.58152214,43.58152214,5.22E-301,5.22E-301,-18.53230456,18.53230456,-0.266522715,-0.170042383,-0.096480332,0.096480332
RPF1.TF,2,22,66.87564047,-66.87564047,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.152916255,-0.107322932,1.260239188,-1.260239188
RPF2.TF,14,58,-24.33153813,24.33153813,4.10E-121,4.10E-121,-11.68607949,11.68607949,-0.244936399,-0.188543568,-0.056392832,0.056392832
RPGR.TF,29,43,-24.3911433,24.3911433,6.01E-117,6.01E-117,-11.47943452,11.47943452,-0.259548321,-0.209854231,-0.04969409,0.04969409
RPGRIP1.TF,32,44,-35.31161313,35.31161313,2.73E-213,2.73E-213,-15.57380381,15.57380381,-0.246668052,-0.152286934,-0.094381118,0.094381118
RPGRIP1L.TF,30,61,-25.02748428,25.02748428,1.34E-124,1.34E-124,-11.85632185,11.85632185,-0.238721588,-0.186811913,-0.051909675,0.051909675
RPH3A.TF,34,61,-26.15099729,26.15099729,8.57E-135,8.57E-135,-12.34046655,12.34046655,-0.233622041,-0.179061584,-0.054560457,0.054560457
RPH3AL.TF,41,40,-34.02049759,34.02049759,1.47E-199,1.47E-199,-15.05833907,15.05833907,-0.257440149,-0.176854501,-0.080585648,0.080585648
RPIA.TF,4,26,53.48692748,-53.48692748,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.223989957,0.401149295,0.822840662,-0.822840662
RPL10.TF,30,41,50.57388171,-50.57388171,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.819387118,3.123486259,0.695900858,-0.695900858
RPL10A.TF,27,33,13.50952153,-13.50952153,1.38E-40,1.38E-40,6.643292195,-6.643292195,3.481748895,3.269600219,0.212148676,-0.212148676
RPL11.TF,6,11,66.92335908,-66.92335908,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.518170586,2.499745302,1.018425283,-1.018425283
RPL12.TF,2,4,-14.9501964,14.9501964,2.05E-48,2.05E-48,-7.287132819,7.287132819,4.344769465,4.615424537,-0.270655072,0.270655072
RPL13.TF,28,43,80.44364825,-80.44364825,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.068770222,2.9936128,1.075157422,-1.075157422
RPL13A.TF,26,44,5.822990475,-5.822990475,6.30E-09,6.30E-09,2.845661545,-2.845661545,3.256475564,3.180914284,0.07556128,-0.07556128
RPL14.TF,7,14,53.78724673,-53.78724673,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.540932198,2.696053234,0.844878964,-0.844878964
RPL15.TF,26,19,-7.520327808,7.520327808,7.32E-14,7.32E-14,-3.695228802,3.695228802,3.71096498,3.840939157,-0.129974177,0.129974177
RPL17.TF,37,74,-37.82162837,37.82162837,1.77E-244,1.77E-244,-16.68582047,16.68582047,0.855805727,1.202055026,-0.346249298,0.346249298
RPL18.TF,7,6,-60.46781861,60.46781861,0.00E+00,0.00E+00,-18.75968967,18.75968967,3.551671278,4.618343368,-1.06667209,1.06667209
RPL18A.TF,4,16,64.76657354,-64.76657354,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.275160951,3.300264451,0.9748965,-0.9748965
RPL19.TF,3,5,2.913303895,-2.913303895,0.003614281,0.003614281,1.343063471,-1.343063471,4.2118238,4.14864261,0.063181191,-0.063181191
RPL21.TF,13,19,-17.7350308,17.7350308,1.43E-66,1.43E-66,-8.597949391,8.597949391,3.862559909,4.195890404,-0.333330495,0.333330495
RPL22.TF,24,22,-10.79011116,10.79011116,1.34E-26,1.34E-26,-5.304952041,5.304952041,3.720064013,3.903037917,-0.182973904,0.182973904
RPL22L1.TF,22,39,-34.04304315,34.04304315,3.67E-209,3.67E-209,-15.4206425,15.4206425,1.052910464,1.45574003,-0.402829566,0.402829566
RPL23.TF,29,199,47.14539645,-47.14539645,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.458199078,2.056321997,0.401877081,-0.401877081
RPL23A.TF,33,35,24.1541702,-24.1541702,3.89E-119,3.89E-119,11.5884475,-11.5884475,3.583520296,3.23642019,0.347100106,-0.347100106
RPL24.TF,18,12,-22.50140284,22.50140284,4.10E-102,4.10E-102,-10.71136378,10.71136378,3.784200781,4.183953337,-0.399752556,0.399752556
RPL26.TF,30,52,26.22823077,-26.22823077,5.18E-137,5.18E-137,12.44337153,-12.44337153,3.437015743,3.095819084,0.341196659,-0.341196659
RPL26L1.TF,NA,22,NA,NA,NA,NA,NA,NA,NA,-0.163021382,NA,NA
RPL27.TF,35,51,8.540459004,-8.540459004,2.13E-17,2.13E-17,4.20276888,-4.20276888,3.401532803,3.287924511,0.113608292,-0.113608292
RPL27A.TF,41,94,21.55467923,-21.55467923,1.64E-97,1.64E-97,10.46167362,-10.46167362,2.838935864,2.639636163,0.199299701,-0.199299701
RPL28.TF,6,24,97.10902708,-97.10902708,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.412482884,2.29878581,1.113697074,-1.113697074
RPL29.TF,3,3,-15.95398485,15.95398485,1.59E-54,1.59E-54,-7.752892523,7.752892523,4.171252049,4.47935775,-0.308105701,0.308105701
RPL3.TF,15,10,-34.45425537,34.45425537,7.80E-209,7.80E-209,-15.40841323,15.40841323,2.218308642,2.711912974,-0.493604332,0.493604332
RPL30.TF,15,45,93.56235235,-93.56235235,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.90242795,2.74386888,1.15855907,-1.15855907
RPL31.TF,41,119,52.87492174,-52.87492174,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.247507267,2.73445395,0.513053318,-0.513053318
RPL32.TF,15,39,35.10609739,-35.10609739,4.25E-227,4.25E-227,16.07561018,-16.07561018,4.142455883,3.623262582,0.519193301,-0.519193301
RPL34-AS1.TF,44,51,-18.5450218,18.5450218,6.55E-72,6.55E-72,-8.947080538,8.947080538,-0.229410923,-0.189736937,-0.039673986,0.039673986
RPL34.TF,11,23,60.78289626,-60.78289626,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.308468722,2.614411351,0.694057371,-0.694057371
RPL35.TF,7,11,25.74958903,-25.74958903,7.54E-131,7.54E-131,12.15538859,-12.15538859,3.964538955,3.517344782,0.447194173,-0.447194173
RPL35A.TF,3,6,-2.124180418,2.124180418,0.033758931,0.033758931,-0.914105595,0.914105595,4.335247318,4.374912891,-0.039665574,0.039665574
RPL36.TF,NA,3,NA,NA,NA,NA,NA,NA,NA,2.381730643,NA,NA
RPL36A.TF,39,174,30.6870027,-30.6870027,6.57E-187,6.57E-187,14.56724377,-14.56724377,2.302095361,2.038943522,0.263151839,-0.263151839
RPL36AL.TF,32,65,8.424191423,-8.424191423,5.80E-17,5.80E-17,4.143562115,-4.143562115,2.988487052,2.888166614,0.100320439,-0.100320439
RPL37.TF,7,11,-7.635728853,7.635728853,3.20E-14,3.20E-14,-3.749743708,3.749743708,4.17450972,4.31407697,-0.13956725,0.13956725
RPL37A.TF,22,24,-11.52914657,11.52914657,4.92E-30,4.92E-30,-5.662604771,5.662604771,3.617180401,3.817525917,-0.200345515,0.200345515
RPL38.TF,31,51,27.60034279,-27.60034279,1.56E-151,1.56E-151,13.09690293,-13.09690293,3.515590796,3.170075349,0.345515447,-0.345515447
RPL39.TF,15,27,31.83381336,-31.83381336,2.13E-191,2.13E-191,14.74334965,-14.74334965,4.051009703,3.571707306,0.479302397,-0.479302397
RPL39L.TF,19,53,-30.32441427,30.32441427,1.22E-173,1.22E-173,-14.03375848,14.03375848,-0.241819615,-0.165428305,-0.07639131,0.07639131
RPL4.TF,38,82,31.14077083,-31.14077083,3.71E-191,3.71E-191,14.73397236,-14.73397236,3.137412088,2.817420214,0.319991875,-0.319991875
RPL41.TF,58,167,108.8754309,-108.8754309,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.834687048,2.634605315,1.200081733,-1.200081733
RPL5.TF,19,27,8.538113043,-8.538113043,2.10E-17,2.10E-17,4.203693631,-4.203693631,3.055181649,2.931573281,0.123608368,-0.123608368
RPL6.TF,10,6,18.017805,-18.017805,9.77E-69,9.77E-69,8.741149729,-8.741149729,4.150195843,3.859149516,0.291046327,-0.291046327
RPL7.TF,40,88,6.738812623,-6.738812623,1.88E-11,1.88E-11,3.306556843,-3.306556843,3.142802212,3.067720885,0.075081327,-0.075081327
RPL7A.TF,8,5,-54.72497778,54.72497778,0.00E+00,0.00E+00,-18.75968967,18.75968967,3.664449045,4.639826362,-0.975377317,0.975377317
RPL7L1.TF,NA,23,NA,NA,NA,NA,NA,NA,NA,0.255344149,NA,NA
RPL8.TF,7,3,-20.36321806,20.36321806,2.56E-85,2.56E-85,-9.769534397,9.769534397,4.274569952,4.638294915,-0.363724964,0.363724964
RPL9.TF,20,13,-9.421414548,9.421414548,9.89E-21,9.89E-21,-4.631778061,4.631778061,3.997208762,4.168668957,-0.171460195,0.171460195
RPLP0.TF,11,8,37.29738233,-37.29738233,4.10E-254,4.10E-254,17.01469681,-17.01469681,3.987078076,3.376732169,0.610345907,-0.610345907
RPLP1.TF,13,37,-5.253315235,5.253315235,1.62E-07,1.62E-07,-2.554384511,2.554384511,3.786230285,3.872053657,-0.085823372,0.085823372
RPLP2.TF,10,14,-2.756202128,2.756202128,0.005894648,0.005894648,-1.259194619,1.259194619,4.034373088,4.088895574,-0.054522486,0.054522486
RPN1.TF,8,22,-2.307260722,2.307260722,0.021096997,0.021096997,-1.015800857,1.015800857,1.307855778,1.342873261,-0.035017483,0.035017483
RPN2.TF,8,14,11.14574711,-11.14574711,2.47E-28,2.47E-28,5.48847834,-5.48847834,1.549785263,1.352514951,0.197270313,-0.197270313
RPP14.TF,20,49,-28.50326872,28.50326872,5.26E-156,5.26E-156,-13.2917583,13.2917583,-0.238843004,-0.165773915,-0.073069089,0.073069089
RPP21.TF,NA,44,NA,NA,NA,NA,NA,NA,NA,-0.18143709,NA,NA
RPP25.TF,25,49,-34.44600917,34.44600917,5.37E-209,5.37E-209,-15.4144596,15.4144596,-0.256015491,-0.175781999,-0.080233492,0.080233492
RPP25L.TF,NA,42,NA,NA,NA,NA,NA,NA,NA,-0.117034371,NA,NA
RPP30.TF,NA,31,NA,NA,NA,NA,NA,NA,NA,-0.191521978,NA,NA
RPP38.TF,4,62,-18.92402997,18.92402997,9.27E-78,9.27E-78,-9.314734636,9.314734636,-0.241191801,-0.180721802,-0.060469999,0.060469999
RPP40.TF,36,47,-33.73141106,33.73141106,1.04E-199,1.04E-199,-15.06408973,15.06408973,-0.249018591,-0.168310514,-0.080708077,0.080708077
RPRD1A.TF,2,50,-11.20504957,11.20504957,7.03E-29,7.03E-29,-5.544895566,5.544895566,-0.223182145,-0.166787741,-0.056394404,0.056394404
RPRD1B.TF,13,44,-24.60213414,24.60213414,3.12E-122,3.12E-122,-11.74099296,11.74099296,-0.244831906,-0.181067127,-0.06376478,0.06376478
RPRD2.TF,NA,48,NA,NA,NA,NA,NA,NA,NA,-0.196802897,NA,NA
RPS10.TF,9,5,19.01573029,-19.01573029,9.88E-75,9.88E-75,9.12626384,-9.12626384,1.334959402,0.900559301,0.434400101,-0.434400101
RPS11.TF,35,55,-11.0013786,11.0013786,1.43E-27,1.43E-27,-5.408624349,5.408624349,3.114809241,3.254653975,-0.139844733,0.139844733
RPS12.TF,42,65,62.44583263,-62.44583263,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.816742261,3.016386993,0.800355268,-0.800355268
RPS13.TF,3,9,-8.202275836,8.202275836,3.75E-16,3.75E-16,-4.030980025,4.030980025,4.357542323,4.504942736,-0.147400412,0.147400412
RPS14.TF,6,13,5.976369688,-5.976369688,2.59E-09,2.59E-09,2.920568374,-2.920568374,4.24122442,4.138738797,0.102485623,-0.102485623
RPS15.TF,2,4,-20.47246917,20.47246917,2.16E-85,2.16E-85,-9.773787009,9.773787009,2.152749737,2.479882767,-0.327133029,0.327133029
RPS15A.TF,10,21,181.8812992,-181.8812992,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.117664456,1.89539011,2.222274346,-2.222274346
RPS16.TF,27,32,26.04049914,-26.04049914,3.31E-135,3.31E-135,12.35969571,-12.35969571,3.772764616,3.375227133,0.397537482,-0.397537482
RPS17.TF,7,5,5.996698248,-5.996698248,2.35E-09,2.35E-09,2.928748106,-2.928748106,1.042194313,0.902880048,0.139314265,-0.139314265
RPS18.TF,4,10,96.05628921,-96.05628921,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.321631545,2.599417361,1.722214184,-1.722214184
RPS19.TF,2,9,15.46207625,-15.46207625,9.63E-52,9.63E-52,7.54429198,-7.54429198,4.36574789,4.111344531,0.254403358,-0.254403358
RPS19BP1.TF,7,12,21.63778916,-21.63778916,3.30E-97,3.30E-97,10.44499715,-10.44499715,1.623400818,1.205887942,0.417512876,-0.417512876
RPS2.TF,21,30,-6.168100539,6.168100539,7.83E-10,7.83E-10,-3.018677665,3.018677665,3.672598407,3.776962044,-0.104363637,0.104363637
RPS20.TF,11,50,3.192096092,-3.192096092,0.001422762,0.001422762,1.491975502,-1.491975502,1.8553415,1.812274896,0.043066604,-0.043066604
RPS21.TF,4,7,27.76419912,-27.76419912,1.92E-149,1.92E-149,13.00492266,-13.00492266,4.228794646,3.769762703,0.459031943,-0.459031943
RPS23.TF,9,18,74.06288346,-74.06288346,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.126278176,2.981681639,1.144596537,-1.144596537
RPS24.TF,3,10,9.670311337,-9.670311337,1.00E-21,1.00E-21,4.752439559,-4.752439559,4.357542323,4.178634296,0.178908028,-0.178908028
RPS25.TF,7,7,13.56988252,-13.56988252,1.28E-40,1.28E-40,6.646154527,-6.646154527,4.241398429,4.013697272,0.227701157,-0.227701157
RPS26.TF,5,15,58.90010462,-58.90010462,0.00E+00,0.00E+00,18.75968967,-18.75968967,3.983513361,3.030981746,0.952531615,-0.952531615
RPS27.TF,15,68,94.83518906,-94.83518906,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.76607833,1.879138149,0.886940181,-0.886940181
RPS27A.TF,13,14,6.133194687,-6.133194687,9.91E-10,9.91E-10,2.99963427,-2.99963427,3.151460081,3.069062213,0.082397868,-0.082397868
RPS27L.TF,9,19,-3.059580505,3.059580505,0.002233598,0.002233598,-1.421568135,1.421568135,1.814097201,1.867187062,-0.053089861,0.053089861
RPS28.TF,2,30,95.17554622,-95.17554622,0.00E+00,0.00E+00,18.75968967,-18.75968967,4.161705514,2.86464079,1.297064723,-1.297064723
RPS29.TF,20,19,20.42166697,-20.42166697,1.37E-86,1.37E-86,9.844024459,-9.844024459,3.84002727,3.499574652,0.340452618,-0.340452618
RPS3.TF,7,17,58.72031318,-58.72031318,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.968318299,2.309254907,0.659063392,-0.659063392
RPS3A.TF,10,9,8.306232886,-8.306232886,1.57E-16,1.57E-16,4.084053409,-4.084053409,4.091980684,3.943507722,0.148472961,-0.148472961
RPS4X.TF,4,10,-63.40571797,63.40571797,0.00E+00,0.00E+00,-18.75968967,18.75968967,2.145335637,2.950276768,-0.804941132,0.804941132
RPS4Y1.TF,13,69,-105.6079157,105.6079157,0.00E+00,0.00E+00,-18.75968967,18.75968967,1.45760798,2.522169211,-1.064561231,1.064561231
RPS4Y2.TF,37,51,-30.46905588,30.46905588,9.61E-171,9.61E-171,-13.91460793,13.91460793,-0.248419295,-0.18033026,-0.068089035,0.068089035
RPS5.TF,22,25,17.42878816,-17.42878816,7.84E-65,7.84E-65,8.481021818,-8.481021818,3.539280007,3.252075473,0.287204534,-0.287204534
RPS6.TF,15,8,-28.36639249,28.36639249,3.99E-154,3.99E-154,-13.21022035,13.21022035,3.976624707,4.51671478,-0.540090073,0.540090073
RPS6KA1.TF,4,10,60.76330124,-60.76330124,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.046359724,0.087356586,0.959003138,-0.959003138
RPS6KA2.TF,26,63,-36.17010298,36.17010298,3.64E-231,3.64E-231,-16.22043309,16.22043309,-0.250304143,-0.170131173,-0.08017297,0.08017297
RPS6KA3.TF,NA,34,NA,NA,NA,NA,NA,NA,NA,-0.143109369,NA,NA
RPS6KA4.TF,NA,15,NA,NA,NA,NA,NA,NA,NA,-0.064536953,NA,NA
RPS6KA5.TF,7,41,-39.40911243,39.40911243,9.67E-264,9.67E-264,-17.33706634,17.33706634,-0.268489956,-0.163829069,-0.104660887,0.104660887
RPS6KB1.TF,5,53,-12.92124587,12.92124587,1.04E-37,1.04E-37,-6.390603136,6.390603136,-0.234458246,-0.193846673,-0.040611573,0.040611573
RPS6KB2-AS1.TF,30,52,-44.8534867,44.8534867,4.27E-305,4.27E-305,-18.65875738,18.65875738,-0.259710038,-0.15175496,-0.107955078,0.107955078
RPS6KB2.TF,3,18,67.31333627,-67.31333627,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.017110969,-0.030718187,1.047829156,-1.047829156
RPS6KC1.TF,20,63,-26.49700176,26.49700176,3.38E-139,3.38E-139,-12.54390978,12.54390978,-0.254865831,-0.201886922,-0.052978909,0.052978909
RPS6KL1.TF,40,62,-45.57920695,45.57920695,3.7719392028746e-315,3.7719392028746e-315,-18.96617092,18.96617092,-0.262564024,-0.170656475,-0.091907549,0.091907549
RPS7.TF,3,2,-18.67235034,18.67235034,7.06E-73,7.06E-73,-9.008925229,9.008925229,4.337403825,4.671815087,-0.334411262,0.334411262
RPS8.TF,7,15,-8.170051927,8.170051927,4.62E-16,4.62E-16,-4.018221141,4.018221141,4.053824483,4.200597032,-0.146772549,0.146772549
RPS9.TF,8,10,-9.742180415,9.742180415,4.78E-22,4.78E-22,-4.790807831,4.790807831,4.062754024,4.229166431,-0.166412407,0.166412407
RPSA.TF,27,29,-62.43431876,62.43431876,0.00E+00,0.00E+00,-18.75968967,18.75968967,2.5758529,3.549726988,-0.973874088,0.973874088
RPTOR.TF,31,60,-35.32210072,35.32210072,3.63E-220,3.63E-220,-15.82566862,15.82566862,-0.250160398,-0.174645351,-0.075515047,0.075515047
RPUSD1.TF,2,47,-51.93404462,51.93404462,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280394926,-0.155604045,-0.124790881,0.124790881
RPUSD2.TF,20,54,-36.19948366,36.19948366,1.05E-226,1.05E-226,-16.06148476,16.06148476,-0.256642947,-0.169858558,-0.086784389,0.086784389
RPUSD3.TF,2,29,61.8321875,-61.8321875,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.87891581,-0.189323931,1.068239742,-1.068239742
RPUSD4.TF,22,50,-35.51068633,35.51068633,2.97E-219,2.97E-219,-15.79248342,15.79248342,-0.261605306,-0.182663247,-0.078942059,0.078942059
RRAGA.TF,NA,21,NA,NA,NA,NA,NA,NA,NA,-0.099049968,NA,NA
RRAGB.TF,24,70,-32.44565313,32.44565313,2.76E-197,2.76E-197,-14.97119453,14.97119453,-0.247938759,-0.182180559,-0.0657582,0.0657582
RRAGC.TF,NA,35,NA,NA,NA,NA,NA,NA,NA,-0.114307726,NA,NA
RRAGD.TF,30,58,-30.68656489,30.68656489,6.03E-176,6.03E-176,-14.12791513,14.12791513,-0.248107694,-0.185393421,-0.062714273,0.062714273
RRAS.TF,6,54,55.88939508,-55.88939508,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.510953365,-0.213274159,0.724227524,-0.724227524
RRAS2.TF,6,53,184.6124073,-184.6124073,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.759745136,-0.151415994,2.91116113,-2.91116113
RRBP1.TF,2,3,46.8395207,-46.8395207,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.916960068,-0.073327598,0.990287667,-0.990287667
RREB1.TF,NA,59,NA,NA,NA,NA,NA,NA,NA,-0.173474523,NA,NA
RRM1.TF,6,55,-16.27682282,16.27682282,2.72E-58,2.72E-58,-8.026502038,8.026502038,-0.229069925,-0.178277153,-0.050792771,0.050792771
RRM2.TF,34,54,-15.18522058,15.18522058,2.28E-50,2.28E-50,-7.439168391,7.439168391,-0.223402397,-0.188501143,-0.034901254,0.034901254
RRM2B.TF,18,44,-19.97033031,19.97033031,3.35E-83,3.35E-83,-9.644263076,9.644263076,-0.247462135,-0.202188377,-0.045273758,0.045273758
RRN3.TF,9,56,-33.96115349,33.96115349,7.45E-217,7.45E-217,-15.7048685,15.7048685,-0.257876535,-0.174686071,-0.083190465,0.083190465
RRNAD1.TF,16,51,-21.88163593,21.88163593,2.65E-99,2.65E-99,-10.55961342,10.55961342,-0.2320056,-0.176827481,-0.05517812,0.05517812
RRP1.TF,26,65,-36.26389715,36.26389715,1.03E-230,1.03E-230,-16.20435914,16.20435914,-0.254422157,-0.177313084,-0.077109073,0.077109073
RRP12.TF,3,39,36.92587204,-36.92587204,7.44E-268,7.44E-268,17.4730169,-17.4730169,0.409720822,-0.115170793,0.524891616,-0.524891616
RRP15.TF,NA,44,NA,NA,NA,NA,NA,NA,NA,-0.176571967,NA,NA
RRP1B.TF,2,52,50.32880601,-50.32880601,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.721667399,-0.104353138,0.826020537,-0.826020537
RRP36.TF,22,58,-39.86055451,39.86055451,1.09E-264,1.09E-264,-17.36848341,17.36848341,-0.258183125,-0.168170957,-0.090012168,0.090012168
RRP7A.TF,3,9,62.03824907,-62.03824907,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.981592059,-0.055759766,1.037351825,-1.037351825
RRP8.TF,10,45,-30.05332777,30.05332777,5.21E-174,5.21E-174,-14.04888736,14.04888736,-0.25664417,-0.180229318,-0.076414853,0.076414853
RRP9.TF,23,63,-33.02168061,33.02168061,4.32E-200,4.32E-200,-15.07857376,15.07857376,-0.254686873,-0.187724537,-0.066962336,0.066962336
RRS1-AS1.TF,47,70,-32.97823746,32.97823746,1.87E-195,1.87E-195,-14.90073392,14.90073392,-0.254496898,-0.19327965,-0.061217248,0.061217248
RRS1.TF,21,46,-34.20373237,34.20373237,3.73E-207,3.73E-207,-15.34560117,15.34560117,-0.25639578,-0.175250595,-0.081145185,0.081145185
RSAD1.TF,NA,52,NA,NA,NA,NA,NA,NA,NA,-0.176004049,NA,NA
RSAD2.TF,14,43,55.8241443,-55.8241443,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.45531255,-0.159315305,0.614627855,-0.614627855
RSBN1.TF,5,24,77.68385104,-77.68385104,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.195320239,0.16201117,1.033309069,-1.033309069
RSBN1L.TF,4,21,63.73616262,-63.73616262,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.110065639,0.148472211,0.961593428,-0.961593428
RSF1.TF,8,13,59.37955139,-59.37955139,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.439836323,0.520562551,0.919273773,-0.919273773
RSL1D1.TF,8,15,-1.30657776,1.30657776,0.191457937,0.191457937,-0.436268149,0.436268149,1.522533711,1.546356,-0.023822288,0.023822288
RSL24D1.TF,110,58,-86.88635097,86.88635097,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.37616713,1.184002105,-0.807834975,0.807834975
RSPH1.TF,37,NA,NA,NA,NA,NA,NA,NA,-0.251524331,NA,NA,NA
RSPH3.TF,33,48,-15.57740977,15.57740977,1.54E-52,1.54E-52,-7.604441838,7.604441838,-0.231470428,-0.198477499,-0.032992929,0.032992929
RSPH4A.TF,36,NA,NA,NA,NA,NA,NA,NA,-0.249389899,NA,NA,NA
RSPH9.TF,15,73,-32.86747484,32.86747484,4.47E-204,4.47E-204,-15.22981295,15.22981295,-0.257056867,-0.191655475,-0.065401392,0.065401392
RSPRY1.TF,8,51,-16.64134815,16.64134815,1.34E-60,1.34E-60,-8.189796696,8.189796696,-0.218157684,-0.16646275,-0.051694934,0.051694934
